,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,knockout,wildtype,ms_level,A_1,A_2,A_3,A_4,A_5,B_1,B_2,B_3,B_4,B_5,isotopes,adduct,pcgroup
FT308,197.1183396,197.1177765,197.1188085,498.3901062,497.9484863,498.4723816,7,3,4,1,5742.75,4812.31148,4814.505455,4545.12,3917.592,4128.022167,4832.934769,3345.586823,4730.1505,4089.417885,,[M-H-C6H10O4]- 344.184,45
FT811,329.1606494,329.1594798,329.1614902,498.4239846,498.2986755,498.9473267,10,5,5,1,77094.4232,64802.71821,63439.52575,62888.56225,61088.10993,59508.68268,63082.267,50572.56857,69061.41667,54186.91964,[94][M]-,[M-H-CH2]- 344.184,45
FT863,337.1867809,337.185624,337.1876553,499.9510498,499.8829956,500.3394165,8,3,5,1,7551.0895,6151.053923,6433.751286,6345.864308,5913.261929,5494.144559,6139.512857,3004.56782,7071.176563,4450.482273,,,349
FT628,293.1241561,293.122998,293.1250075,500.4072876,499.9408264,500.4664307,10,5,5,1,20589.11652,16974.7201,20866.67408,16451.072,17109.613,18056.4044,15810.32895,11590.80822,20358.31986,14303.26036,,[M-H+CF3COOH]- 180.128,495
FT359,215.092376,215.0919664,215.0926514,500.9489594,500.8494568,501.4620667,8,5,3,1,9131.477374,16911.31014,15917.94667,16704.71354,10992.05227,15151.27782,16799.89015,12574.43211,17380.12668,14493.05371,,[M+Cl]- 180.128,495
FT1036,391.1961059,391.1600344,391.1982951,501.3643799,495.9421082,502.4725647,23,5,5,1,168226.9386,48420.34967,145356.383,144875.3145,138225.0044,134623.9755,139446.4015,108421.4488,145793.9423,45805.47919,,[M-H+NaCOOH]- 324.206,66
FT1007,380.1642398,380.1631139,380.1652713,501.433,493.4332581,502.4725647,11,2,4,1,17250.07447,14379.53016,14433.93368,13889.21755,26847.96483,13407.32336,14139.39063,9360.214627,14451.70311,12442.77902,,,66
FT941,359.1709832,359.1700674,359.1721901,501.9277039,501.433,502.4654541,10,5,5,1,59414.52083,49911.94208,65343.51133,52045.846,64542.42685,50451.63864,52033.35877,48278.47626,53983.59962,43247.09275,,[M+Cl]- 324.206,66
FT664,299.1498309,299.1491767,299.1508962,501.934021,501.4567871,501.9672852,9,4,5,1,33406.71094,28139.05767,29002.554,28697.00611,27685.35428,26490.70376,28412.81517,16909.35078,29391.83889,23667.29428,,,66
FT520,259.1188441,259.1178508,259.1557506,501.960495,497.9285278,511.042,24,5,5,1,7853.679444,6399.0975,6817.157882,6457.031176,6034.132188,60821.06959,61572.6725,48226.79045,64880.15927,52205.07436,,,496
FT1047,392.1641386,392.1633646,392.1653797,502.4393616,501.9554749,512.034668,11,5,5,1,29106.60529,25026.036,24807.11929,26265.56343,24438.82,26210.5875,24440.57365,18700.77918,26006.01644,21986.52594,,,66
FT907,347.170817,347.1699374,347.1719783,502.6917267,501.94,502.9724731,6,3,3,1,31983.83482,28419.22162,30713.27787,31142.276,52985.16615,27861.45867,27404.35482,22169.00241,30609.12256,24053.15468,,[M+Cl]- 312.201 [M-H]- 348.178,241
FT1061,393.1756383,393.1748055,393.176737,502.9486694,502.4154968,503.4149475,7,3,4,1,34070.584,27724.12095,26668.60773,28254.5508,27943.9972,48643.86688,25404.17305,20347.19361,27594.6452,23496.3391,,[M+Cl+HCOOH]- 312.201 [M-H+HCOOH]- 348.178,241
FT339,208.0614208,208.0609595,208.0620301,503.9647369,503.468811,504.4785156,10,5,5,1,3059.034143,4563.185778,5414.253,5878.3074,5296.633222,5073.333333,3986.632125,4203.188889,6141.0293,4742.712,,,241
FT1162,437.2021501,437.2015827,437.2027359,504.4722578,496.8657227,504.9776306,6,2,3,1,49107.65354,84536.24892,16374.75895,75214.41105,13491.46624,76192.44714,13983.299,64713.98589,91176.7128,64912.4847,,,640
FT135,148.0402345,148.0399346,148.0404411,504.4744873,503.971344,504.9844055,9,5,4,1,3624.954674,5746.396,7034.678278,6780.218824,6181.775,5760.551867,5219.368786,3862.559556,6453.649125,4349.389,,,159
FT998,379.1961884,379.1599164,379.1985915,505.4683838,493.2805481,514.1056519,34,5,5,1,45130.00447,37349.50359,37963.87288,37091.23435,39748.65656,37163.55641,36725.47106,62371.16153,41239.835,68058.52405,,,639
FT1356,520.2178267,520.2167372,520.2196448,506.9888954,506.4783325,506.9954224,8,3,5,1,6198.5,4786.914167,5183.622167,4767.149091,3881.338667,4310.9598,4689.935,1949.762215,4811.135,3134.828957,,,366
FT203,171.0660661,171.0658004,171.0667879,506.9894104,506.487793,506.9954224,10,5,5,1,24625.86704,26779.76956,23914.70341,23640.14268,20839.2416,23043.4027,21213.34833,23733.64,19757.9592,18819.88267,,,3
FT764,321.1187765,321.0870762,321.1561716,507.4918518,478.4655457,516.5561523,32,5,5,1,48968.05491,10215.46267,8828.94,8545.46,33326.08636,43243.19788,9805.5375,7303.230909,34556.48309,28286.895,,[2M-H]- 161.05,3
FT1349,512.2125941,512.211857,512.214454,507.4970093,507.4943542,508.0035095,6,2,4,1,7270.605333,5754.052357,5411.283692,5128.128923,3014.040396,4734.92038,5611.843429,2610.035251,5088.2095,3977.733187,,,366
FT1372,526.0986149,526.0978163,526.100911,507.9972687,507.4900513,508.0035095,10,5,5,1,12293.76433,14000.73231,12283.65467,11160.21875,10749.963,10867.66875,13700.225,9259.354545,10536.19636,9245.269091,,,3
FT1414,540.243907,540.2429678,540.2460146,507.9972687,507.4900513,508.0035095,10,5,5,1,18621.35906,16381.10556,16056.40744,15534.2265,14460.20094,14656.94028,15756,11215.40569,16672.24289,12478.86376,,[M-H+NaCOOH]- 473.253,3
FT179,161.0436027,161.0433658,161.0442521,507.9993896,507.4900513,508.0081482,11,5,5,1,345097.9688,352096.4193,336665.6336,323961.178,304715.2445,312121.4092,353590.118,143914.1624,317838.5574,297054.7029,[11][M+1]-,,3
FT50,116.0503839,116.050205,116.0508971,508.0001948,507.4900513,508.5049744,10,5,5,1,9397.031067,9469.5432,9718.6432,9339.6414,8370.2212,7781.275077,10562.90325,7154.784,8863.893133,8479.444,,[M-H-CO2]- 161.05,3
FT173,160.0402699,160.0400623,160.0409394,508.0001948,507.4900513,508.0081482,10,5,5,1,3533756.493,3575431.806,3388350.981,3310100.721,3096783.7,3195745.086,3666905.45,2901761.901,3263435.516,2980055.576,[11][M]-,[M-H]- 161.05,3
FT181,162.0455829,162.0453564,162.0461908,508.0001948,507.4900513,508.0081482,10,5,5,1,27398.382,27627.691,26490.87167,25728.61468,23790.58837,23803.31611,28298.76537,21676.27937,25311.38295,22148.38889,[11][M+2]-,,3
FT894,343.0695689,343.0688397,343.0709616,508.0001948,507.4900513,508.0081482,10,5,5,1,48236.98,52651.25044,46713.54463,43540.4202,39414.10844,42428.49119,52098.78075,36416.57547,42312.0412,37301.28253,[112][M]-,[2M-2H+Na]- 161.05,3
FT896,344.0726869,344.0722269,344.0741794,508.0001948,507.4900513,508.0081482,10,5,5,1,9733.167385,9662.852667,8271.695333,8550.366917,7428.922667,8321.23125,9877.129167,7047.383636,8219.849455,7140.556364,[112][M+1]-,,3
FT1334,508.2166444,508.2156421,508.2187334,508.0001948,507.9959717,508.5109863,10,5,5,1,11917.90444,10246.03088,9682.24,9505.452938,8755.375733,9232.005059,10480.701,7264.0572,9759.802,8917.799063,,[M+Cl]- 473.253,3
FT1412,540.2075904,540.2067736,540.2097619,508.0001948,507.4900513,508.0081482,10,5,5,1,9125.891643,7612.172615,7773.664923,7692.775714,7179.6375,6947.639385,7446.609231,5564.4225,7497.119385,6596.785385,,[M+Cl+HCOOH]- 459.233 [M-H+HCOOH]- 495.209,3
FT621,289.997862,289.997426,289.9990578,508.0010035,507.4900513,508.5085449,10,5,5,1,18730.096,18343.52789,18249.00821,17528.40833,17173.24432,17600.07237,19031.5655,13819.702,17253.84411,14210.66111,,,3
FT394,228.0274698,228.0271716,228.0283794,508.0010071,507.9959717,509.0073547,10,5,5,1,45219.5527,47417.34856,44042.31391,45853.509,45867.87041,45325.75252,46124.10504,36109.54496,45621.38112,37295.52717,,[M-H+NaCOOH]- 161.05,3
FT1186,448.1603897,448.1596476,448.1624086,508.5049591,507.9963379,508.511,10,5,5,1,9965.678667,8670.336,9079.750667,8183.879273,7613.070545,8307.966667,8714.016667,6665.809667,8497.455,6277.745455,,,3
FT1312,494.2021951,494.2015784,494.2043407,508.5049591,507.9963379,508.511,10,5,5,1,39599.0136,36362.50789,35423.83137,34300.44474,32599.1381,33030.5624,36047.87555,27036.8765,34743.27215,29342.4696,[180][M]-,[M+Cl]- 459.233 [M-H]- 495.209,3
FT1316,495.2057364,495.2047275,495.2079009,508.5049591,507.9963379,509.0145874,10,5,5,1,12269.65167,10996.027,9349.0496,11184.75671,9677.192684,9454.423222,11308.902,7353.884875,10072.61544,7534.646824,[180][M+1]-,,3
FT1379,528.2075373,528.2064647,528.2094201,508.5057373,508.0010071,509.0073547,8,3,5,1,8980.107882,6729.066643,6167.185714,6542.139,6226.232467,6237.451467,7486.8092,3944.321637,6812.510467,4628.652808,,,369
FT1280,478.2070888,478.2063545,478.2087886,508.5060272,508.4978027,509.0145874,10,5,5,1,7863.647786,6722.525,7186.029,6908.645154,6257.284333,6230.192182,7038.996,5407.52975,6929.8995,5444.626909,,,3
FT1437,552.2439819,552.242776,552.2460425,508.5060272,507.9963379,509.0145874,10,5,5,1,11225.54444,9597.127765,9434.496375,8686.439813,8025.373571,7877.97725,9011.564294,6754.9248,8747.8985,7721.28525,,,3
FT640,296.0147628,296.0145594,296.0160094,508.5109932,508.0010071,509.0089111,10,5,5,1,10105.01444,10436.08526,9331.120556,10427.43616,10266.63212,10086.25389,9779.83,7995.430882,10347.96156,8325.478824,,,367
FT1543,614.2802775,614.280012,614.2830989,509.0037231,508.4978027,509.0089111,5,1,4,1,6596.258308,5439.225833,5286.323077,4715.641091,3647.222829,5502.631149,5588.9862,1484.399128,3459.301435,2961.822866,,,3
FT229,176.0350316,176.034843,176.0357525,509.0084229,508.4978027,509.0227356,10,5,5,1,41947.185,38555.35075,38115.75413,37889.84874,35449.02362,34647.60435,40214.14258,26934.09435,39602.59687,29787.32843,,,3
FT828,333.1552147,333.1200949,333.1570436,509.0227356,508.4978027,517.1489258,21,5,5,1,27513.34194,213762.9,214067.8457,220734.2693,216335.752,210003.4643,207008.9104,170148.4126,226340.7146,187229.2625,,,368
FT442,241.1077421,241.1075125,241.1087717,509.5200958,509.5003052,510.0207825,10,5,5,1,75715.89638,61456.11333,65731.21036,67674.17727,63908.17867,62587.27981,62755.77133,51438.33657,70032.16818,57043.87371,,,155
FT1333,507.2054881,507.2050288,507.2076332,510.5183105,510.0033569,510.5486145,9,5,4,1,13437.5852,11982.464,10658.40395,6170.521812,10057.0025,8633.276706,12358.47462,6898.402333,11148.522,7692.699,[184][M+1]-,,631
FT1331,506.2022114,506.201568,506.2042144,510.5201721,510.0033569,510.5486145,10,5,5,1,43481.66517,38395.40343,36208.63714,36823.24091,34771.89615,34738.37714,38508.3648,26184.58005,39245.57477,30663.1245,[184][M]-,,631
FT60,120.0453169,120.0451353,120.0457524,511.5335388,511.0119019,512.0700073,10,5,5,1,17259.75889,9224.8695,12634.95206,9173.727,12248.88,17565.714,8997.134,10293.066,9413.313,10235.3608,,[M-H-CO2]- 165.042,143
FT187,164.0350789,164.0348824,164.0356929,511.5350342,511.0119019,512.034668,10,5,5,1,57369.21429,33138.32625,42648.47615,31935.6672,42300.024,56681.84805,32504.4786,34043.0244,32773.77975,35037.7215,,[M-H]- 165.042,143
FT1034,391.179202,391.1600546,391.1983249,511.5513108,511.0119019,512.0700073,20,5,5,1,65984.22457,51594.363,62308.11747,53682.9202,51080.757,54038.69514,51736.08425,47721.85895,54558.1298,43409.8168,,,143
FT1217,453.2342015,453.2332233,453.2353471,513.5634766,513.0584106,514.0394897,7,2,5,1,66683.14084,42997.99458,42425.67429,41817.90497,42083.01031,42787.96939,27462.41298,24868.86581,45876.44392,35066.0159,,,182
FT295,194.0821766,194.081723,194.0827358,514.304718,514.0394897,514.595,6,3,3,1,2139.489107,3979.165893,5538.162308,5519.058182,5852.156636,4680.846545,3610.854,3641.077372,5941.046667,3483.026767,,,658
FT1138,433.207089,433.2064534,433.2092793,514.5450745,513.5811157,514.595,8,4,4,1,29132.43629,22497.89178,25956.24461,25516.76639,21804.73867,26162.32727,21604.04904,16818.46494,23436.48223,20430.956,,,659
FT567,275.1494993,275.1130357,275.1510257,514.5904993,514.5390015,517.1223145,14,5,5,1,54253.86004,44111.4465,48115.29375,48583.29785,47818.03672,45259.12148,46063.08014,37280.68486,48126.91496,40251.246,,,182
FT940,359.1706291,359.169957,359.1722966,514.5904993,514.0394897,526.776062,16,5,5,1,44554.89261,37512.74617,37607.64687,39127.23157,36292.87461,34825.07261,36721.34835,28216.617,41146.92943,32368.56848,,,182
FT82,132.0453037,132.0451094,132.0459388,515.0766602,514.5857544,515.5408325,10,5,5,1,11542.7515,6882.577538,8539.978143,7261.1,5903.001,8680.6464,7080.211417,7572.0405,6650.826,5514.450182,,,428
FT910,349.1151107,349.1127142,349.1510723,515.6220093,514.5857544,526.7156372,19,5,5,1,7807.191,6412.864667,6883.599429,6389.727231,6388.571538,6373.4615,6178.113846,4509.430545,7049.860714,4469.7576,,,428
FT897,345.1552592,345.1544005,345.1568775,515.8283691,500.9465942,527.2792969,40,5,5,1,249428.8507,388959.0009,374150.317,221698.7933,210929.745,380801.5728,214248.775,290132.1034,225304.2002,187479.1785,,,429
FT492,252.0332753,252.0327109,252.0345712,516.0663452,515.0974731,516.1303711,10,5,5,1,23473.28546,14527.24507,14362.17913,14017.91653,12484.6504,9309.69,11456.3544,16144.52863,14650.8735,11475.36929,,,38
FT950,361.1497393,361.1491965,361.1510893,516.077301,515.5882568,516.112,4,1,3,1,2607.674621,33962.35016,28997.97722,36540.33644,34126.68312,10839.90617,34355.76768,26070.73648,37762.51076,28029.36072,,,38
FT299,195.0561695,195.055966,195.0571484,516.0915833,515.5552979,516.1303711,10,5,5,1,8854.161,7612.624538,8851.1225,8296.0496,8076.2172,6954.1635,8700.535533,6077.574615,7868.287933,7525.951077,,,38
FT580,279.1446048,279.1441366,279.1458682,516.1095581,516.0531616,516.6366577,10,5,5,1,24415.37103,17677.893,17643.40168,18891.1947,17501.14855,16969.689,17467.13983,14205.90618,18659.00038,15787.2253,,,38
FT1176,441.1973268,441.1963647,441.197836,516.1112671,515.0414429,516.5561523,5,3,2,1,35305.6282,30596.89256,29794.66146,31524.9933,29614.57474,29128.93202,29003.47873,20708.80128,33827.57051,24746.75845,,,430
FT845,334.1584544,334.1579886,334.160233,516.6069641,516.5493774,517.1489258,10,5,5,1,78596.85831,68001.18963,70989.30635,67666.12294,66800.39688,101369.1036,65491.08337,81020.96677,68066.547,105947.1422,,,431
FT1248,465.2334721,465.232676,465.2357406,516.614502,516.5561523,517.1185303,7,3,4,1,66792.73696,53497.356,61084.36523,66070.54824,51730.02409,63770.55364,67595.85407,47381.80267,67164.75822,51748.17642,,,38
FT1167,437.2383057,437.2015146,437.2406107,517.1223145,514.595,522.1900635,9,3,4,1,19037.67367,57180.39984,20144.08755,36597.57864,24209.3292,14329.86395,38372.13602,37142.37584,16170.864,44279.61152,,,313
FT747,317.1600274,317.1595763,317.1615598,518.6106262,509.0024414,519.1854858,20,5,5,1,76149.79567,68784.93606,64882.98927,66258.8952,161992.5102,62386.4896,63558.76033,51055.50938,71050.67125,52879.8726,,,138
FT957,363.165545,363.1648833,363.1670252,519.6162109,519.0819702,520.1353149,9,4,5,1,75774.73229,64913.37262,65252.06,71449.37657,54705.49677,66718.76775,64883.49807,48633.46566,72051.45152,46901.37,,,217
FT549,269.102807,269.1020996,269.1038794,519.6517639,519.1062622,520.0695801,8,3,5,1,8068.537944,6587.728105,6630.548,6645.807667,6535.291125,6477.426563,6713.50725,3657.294319,7056.310313,5080.203962,,,508
FT1347,511.2384787,511.2377763,511.2396814,519.6546631,515.6011353,520.1201782,5,4,1,1,11570.78374,15660.49667,15871.26458,14335.67399,14201.46054,13046.59135,14491.52517,10303.57392,12995.99815,12589.98144,,,510
FT902,346.1584835,346.1580149,346.1600685,520.6661377,511.011322,527.2792969,27,5,5,1,77686.3176,65306.3568,69831.3028,68511.86687,64580.62947,63605.1852,63645.77207,66238.1328,65470.834,73899.943,,,69
FT1067,395.1913223,395.1543788,395.1931588,520.6901565,519.5866699,528.0968018,20,5,5,1,168015.1442,146165.325,143270.308,148834.5263,146552.88,143518.1623,144838.3875,105476.9389,65234.89,123790.7988,,,507
FT968,367.1601902,367.1597736,367.1618386,521.141449,520.668335,521.678772,10,5,5,1,44439.75804,41830.78976,39048.28096,38387.10833,38030.12193,49918.72229,39141.666,40866.8359,53950.665,44356.29864,,[M-H+HCOOH]- 322.164,69
FT626,291.1444199,291.1441603,291.145743,521.1515503,520.5974121,521.7249756,10,5,5,1,46818.21429,39838.21179,43814.40669,45026.29688,38060.87631,39733.28287,39744.03421,30997.72371,38136.75323,31771.39167,,[M+Cl]- 256.175 [M-H]- 292.152,69
FT858,337.1499376,337.1494012,337.1513068,521.1595154,520.5974121,521.2202148,10,5,5,1,36040.20538,30933.82009,31308.48978,30496.10657,30803.89564,28945.89029,30177.48857,22483.105,31589.05562,26391.70855,,[M+Cl+HCOOH]- 256.175 [M-H+HCOOH]- 292.152,69
FT1655,691.3165045,691.3157093,691.3195936,521.3546753,520.5974121,521.684,6,2,4,1,18553.93304,13928.93158,14145.00378,7901.675768,16021.12822,11601.21342,14712.20018,11193.28191,15516.92191,10729.65497,,,69
FT732,315.1446418,315.1441046,315.146145,522.1845398,516.1063232,522.5802002,8,4,2,1,72069.3376,63724.27354,32939.07416,23904.06768,58039.75664,56242.05429,65810.25275,40852.83292,64329.54147,50372.51979,,[M+Cl]- 280.18,69
FT1640,679.3165642,679.3159012,679.3194357,522.1845398,521.6818848,522.6672363,10,5,5,1,21901.74095,20937.634,21376.84937,21178.40433,19091.72571,20411.43708,21722.42867,13899.49233,19528.35982,15732.265,,[2M+Cl]- 322.164,69
FT660,299.149579,299.149083,299.1507675,522.4029541,522.1176758,530.0946655,16,4,5,1,56949.84831,51280.27743,52407.99836,55043.6544,48115.12985,49209.03536,52144.92529,46825.60644,53665.39336,43170.32293,,[M-H-C4H8]- 356.217,69
FT1035,391.1790969,391.1599052,391.1983425,522.6672363,522.1176758,522.7304077,20,5,5,1,45020.54504,74798.58835,39155.52861,39221.04209,37698.94783,69526.68641,38432.20752,28223.09573,38745.564,32435.46918,,[M+Cl]- 356.217,69
FT1004,380.1639107,380.1629607,380.2001648,522.6900024,513.069,530.272,15,5,4,1,26256.34,21635.80811,21320.18133,11117.22697,21556.31656,35349.11431,22611.30133,16176.92944,37131.06131,18094.71529,,,69
FT619,289.1651089,289.1646504,289.1664328,523.0817871,522.6546021,523.1983643,9,4,5,1,12485.86288,9074.874737,9627.18865,10370.68421,9794.483696,9091.577368,10025.5815,7160.677667,10523.646,8038.187338,,,69
FT42,113.0606819,113.0605315,113.0611404,523.1864282,522.6867676,523.7001343,10,5,5,1,183337.005,109960.1814,153414.5166,116950.0418,114283.0364,103984.3041,119493.7114,86679.69435,121061.0601,99531.17238,,[M-H-COCH2]- 156.079,69
FT142,155.0712649,155.0710133,155.0718295,523.68396,523.1323242,536.2411499,12,3,5,1,95223.57061,76014.46298,49512.2085,58225.01276,77317.95925,57195.092,54544.39296,61133.93841,81268.27475,63463.98822,,[M-H]- 156.079 [M-H-C4H8]- 212.146,69
FT464,247.1181592,247.1180955,247.1188238,523.6926575,523.1323242,523.7476196,6,4,2,1,6485.967673,11115.59656,11082.8367,7912.016938,10578.12311,10686.9234,11298.66679,8559.419667,11786.08832,8746.996562,,[M+Cl]- 212.146,69
FT682,305.1599904,305.1596759,305.1611573,523.7034912,523.6677856,524.2198486,9,5,4,1,54118.10727,48631.46678,45638.98449,47092.408,46469.30374,43790.12173,46469.0985,36524.63509,48638.23173,40859.33318,,,69
FT765,321.1549967,321.1194397,321.1564477,523.7034912,523.1983643,525.670166,11,5,5,1,502008.037,326702.6099,333623.3894,335347.1865,418346.9264,334979.4746,334786.3971,250068.4075,360988.8484,293902.3378,[80][M]-,[M-H]- 322.164,69
FT769,322.158365,322.1580609,322.1595744,524.1608276,523.195,524.255188,10,5,5,1,59178.52334,49785.2004,35193.65529,35746.90086,51485.56563,47683.85744,48502.15673,39680.51768,53102.93192,42755.71912,[80][M+1]-,,69
FT532,263.1495968,263.1491732,263.1504534,524.1965942,523.7018433,524.5853271,10,5,5,1,9216.783333,7593.301882,7248.177,7813.4625,7603.023353,7035.982667,7395.068111,5577.580857,7283.419,6176.137467,,,506
FT1058,393.1758262,393.1753884,393.1773737,524.7097778,522.192,525.0897827,9,4,5,1,52576.64687,50384.97891,50070.52165,50016.82988,37510.2826,43764.8535,43909.61981,30909.68158,48654.33527,40276.6717,,[M-H+CF3COOH]- 280.18 [M-2H+K]- 356.217,69
FT1089,404.2001635,404.19972,404.2014141,526.2333984,525.670166,527.2662354,9,4,5,1,21742.93354,19953.88148,20390.06667,18742.616,20187.51517,19260.50133,19153.11936,13994.496,17937.05983,16037.99586,[150][M+1]-,,509
FT1084,403.1966741,403.1962152,403.1981412,526.7136536,526.2333984,527.2792969,10,5,5,1,106793.9167,89341.33347,92910.12565,95248.73097,88948.2625,91403.80828,92468.082,67401.9346,94251.16086,78029.55883,[150][M]-,[M-H-CH2]- 418.225,504
FT694,309.1236545,309.1232725,309.1247967,526.719635,526.2371216,526.776062,10,5,5,1,9731.072,9794.540357,9925.252,9279.357067,8915.49,9732.222625,8899.586286,7392.454714,9244.7766,7454.555769,,,505
FT1728,753.3534199,753.3524188,753.3562144,526.7514038,526.2143555,531.7365723,11,5,5,1,9496.992267,8870.094062,15292.22459,8134.413,14225.88963,7516.584,14734.24569,10844.69333,15359.72978,12738.1016,,,505
FT1101,413.142966,413.1417271,413.1670008,527.1489563,513.0701294,527.2792969,12,4,4,1,11410.03215,10374.64806,10096.61082,9934.303235,9957.854529,14482.55441,10485.43031,8171.893645,14672.40643,8100.726188,,,505
FT1212,453.1972,453.1964503,453.1983986,527.7253113,527.199707,528.5910645,8,3,5,1,58108.31133,52029.68346,50008.99138,51465.83136,49234.40496,49538.43468,50701.823,39191.35812,103024.9143,43068.54286,,[M+Cl]- 418.225,504
FT253,184.0764809,184.0763278,184.0771527,527.7470986,527.7036133,528.2926025,10,5,5,1,53806.632,86513.05753,80794.49495,88482.43232,93489.75379,55730.03263,81662.378,65835.43975,91119.9336,80213.4157,,,504
FT257,185.0809001,185.0807766,185.0815528,528.2562866,527.742,528.7996826,6,3,3,1,4434.111646,45385.84873,26095.47681,48029.25148,48483.83333,33014.9652,53973.22869,41578.48879,62122.26248,39723.06227,,,231
FT162,158.0607258,158.060592,158.0612683,528.7456055,528.246,529.0913086,9,4,5,1,5702.318462,9457.905,9398.889167,9540.490947,9795.774667,6189.592,9489.761524,8822.5175,9970.8096,8473.705676,,,394
FT1714,741.3536807,741.3527612,741.3547367,529.0117209,528.713623,529.3086548,6,3,3,1,10518.27492,11015.95856,12595.352,8426.929756,10687.13421,9867.400714,10158.59504,7443.507474,10112.42089,10510.71722,,,19
FT843,334.1584633,334.1579681,334.1596992,529.4404602,529.2206421,529.8136597,10,5,5,1,106856.1567,90283.39676,92248.73247,93579.13765,90140.55641,88648.58471,88358.67088,69048.43606,94721.18118,77284.72324,[98][M+1]-,,19
FT1617,667.3184467,667.3159987,667.3203241,529.5944824,521.6135254,541.4123535,9,2,3,1,19866.32035,15248.11328,16848.65,17797.55162,14204.147,14922.27588,14515.112,12542.31641,15988.7556,15262.65479,,[2M-H]- 334.163,19
FT829,333.155325,333.1548241,333.1564627,529.6602783,529.2206421,529.8136597,10,5,5,1,679272.1176,576461.5941,579358.7701,585546.8311,563095.4087,563186.7928,575909.3659,451741.7144,601330.8141,495312.1544,[98][M]-,[M-H]- 334.163,19
FT999,379.1610226,379.1598674,379.1978442,530.2457581,522.1863403,536.3630981,28,5,5,1,94471.76235,81707.70776,79632.63337,79711.1295,76994.373,73893.52056,79362.19429,62397.36165,85583.865,70632.42388,,[M-H+HCOOH]- 334.163,19
FT1358,520.254211,520.2527364,520.2561746,531.2744751,531.0979614,531.3162842,7,2,5,1,2794.316571,5057.0324,4740.208,4590.439111,5295.4575,2965.877333,4296.4618,2515.442817,4485.314,3382.486979,,,433
FT1392,533.2593231,533.2579558,533.2612061,531.2835757,530.8079224,531.5990601,10,5,5,1,8328.42,6254.678857,6596.641071,5930.42675,5904.242,5724.888429,6522.079667,4253.2398,6267.274615,5075.6365,,,433
FT1137,433.2076351,433.2061682,433.2087502,531.4576721,531.2353516,532.7766724,8,3,5,1,57274.01036,48837.00075,59622.575,51665.00245,49917.40507,48076.22461,48617.38125,33186.58517,53270.39069,42932.92768,,,434
FT490,251.0671278,251.0665024,251.0679654,531.7976489,531.7365723,532.104187,10,5,5,1,21808.53882,18187.15756,23695.13294,19012.50935,16455.12,16747.31125,18343.70188,18897.37267,20957.50867,12878.7648,,,40
FT625,291.14476,291.1439788,291.1457706,532.2486572,531.79,532.3478394,10,5,5,1,132833.0673,113672.6352,119078.8135,114828.415,111752.5384,109479.4107,111862.405,87411.2635,119023.101,97430.3,,,40
FT144,155.1076741,155.1072671,155.1081871,532.2609253,531.7583008,532.3478394,10,5,5,1,28797.70459,26503.268,26373.64418,27524.47896,25838.69361,26144.48367,26869.95877,22651.19932,26755.86845,24302.6087,,[M-H-CO2]- 200.105,40
FT262,187.0956982,187.0952117,187.0964025,532.2938843,531.8052979,532.8565063,10,5,5,1,22414.9954,37291.35211,32456.0228,32446.20211,38828.0343,22607.10585,34034.06063,25594.9645,34006.84955,32342.5094,[18][M+1]-,,40
FT314,199.097442,199.0969245,199.0981509,532.2938843,531.7583008,532.3478394,10,5,5,1,61531.4319,57843.36552,55751.805,57793.31486,56391.18019,61267.00436,57626.45833,45775.0152,57062.87955,49469.88865,[24][M]-,[M-H]- 200.105,40
FT539,267.0848604,267.0840255,267.0857799,532.2938843,531.8204956,532.6033325,10,5,5,1,8044.773333,7737.347,6881.634,10187.23091,7361.794,6758.141071,8349.338706,5459.883,8320.924125,6326.577167,,[M-H+NaCOOH]- 200.105,40
FT1099,411.2233003,411.2218444,411.2243322,532.2938843,531.8204956,532.730896,8,3,5,1,10623.30222,7787.364882,7195.985,7177.877824,6565.34,6768.854,7567.425,4849.37793,7767.478833,4896.759277,,[M-H-H2O]- 430.234,40
FT259,186.0923894,186.0919467,186.093027,532.2993647,532.104187,532.8565063,10,5,5,1,153580.4771,263867.5472,230383.9717,239847.4518,277296.7217,156477.9433,241929.0709,181643.7972,238372.9415,236362.2408,[18][M]-,,40
FT317,200.1011081,200.100385,200.1295787,532.3109741,531.7583008,539.7362671,11,3,5,1,5253.6,4204.881818,4895.644,5347.135385,4840.3305,4557.735,4969.544333,3749.459584,5084.673917,3288.179887,[24][M+1]-,,40
FT149,157.0527911,157.0524425,157.0532096,532.3173523,532.2655029,532.8565063,10,5,5,1,6122.836571,9030.776375,8216.708,7867.693714,10319.81165,6240.938,8278.1208,6309.357714,9082.538938,8665.644667,,,40
FT1240,465.1972278,465.1959601,465.1991117,532.6671143,532.2655029,532.8565063,10,5,5,1,46842.0733,39744.8899,38888.5589,40421.49957,40308.21471,39834.26514,40141.23805,29801.86611,42842.15714,34320.85257,[169][M]-,[M+Cl]- 430.234,40
FT1252,466.2006404,466.1991677,466.2021576,532.8014517,532.3109741,532.8565063,10,5,5,1,9477.80275,8252.170143,8075.130286,7888.068533,8399.625375,7893.8175,7633.4736,5384.847,7926.452308,6829.545714,[169][M+1]-,,40
