,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,knockout,wildtype,ms_level,A_1,A_2,A_3,A_4,A_5,B_1,B_2,B_3,B_4,B_5,isotopes,adduct,pcgroup
FT944,361.1500278,361.1491177,361.1514835,534.3674927,534.3013306,540.901,11,5,5,1,142971.45,66142.65038,66039.75219,124649.4769,65393.90231,64144.9125,66177.384,50397.301,70027.845,56776.20169,,,444
FT446,241.1080388,241.1076263,241.1089606,534.8544312,534.7363892,535.3359375,7,4,3,1,48037.20461,37167.37589,42884.03161,43315.55721,24522.56587,38635.46607,42282.60641,26753.32208,42541.1923,37579.23911,,,444
FT1348,511.238833,511.2381844,511.2389209,534.8544312,532.8565063,538.4223633,3,3,0,1,12058.31901,29603.22068,25250.05436,22102.67136,27569.71143,32783.14556,27064.08735,21483.74625,32947.54118,12883.04541,,,444
FT1095,408.194655,408.1578808,408.1966716,535.0976563,526.7116699,545.2466431,22,5,5,1,149897.4303,130132.2759,126389.9754,127412.0391,119841.04,131482.4564,123882.577,91934.0952,136681.5451,110150.1696,[151][M+1]-,,446
FT679,305.1602079,305.1595673,305.1615445,535.4999084,535.3208008,535.8672485,10,5,5,1,86250.88283,74691.17673,95651.30027,73979.74614,95564.59263,71363.56383,72931.11773,57764.83045,76935.30052,81561.52216,,,443
FT1251,465.2334504,465.2325858,465.235543,535.4999084,526.7116699,536.3630981,14,5,5,1,107478.8419,83933.7455,78329.4007,131330.1186,124017.9581,77977.4875,82690.36875,58018.98391,133605.465,106585.1805,,,443
FT1091,407.1916622,407.1548017,407.1935873,536.6052246,526.1829834,554.6465454,32,5,5,1,732255.3227,643316.9655,658477.625,381266.8533,676651.536,342438.0406,617192.2977,268103.7572,365840.5572,346002.4117,[151][M]-,,445
FT1051,392.2002915,392.1996547,392.2018917,536.6783142,536.342,536.8743286,6,2,4,1,35378.69029,30755.83472,32526.7208,27281.26857,29269.50714,30162.272,19654.88735,18490.2475,31012.86943,26691.55289,[138][M+1]-,,443
FT1038,391.197037,391.1962996,391.198582,536.8461755,536.3754883,536.9150391,10,5,5,1,190699.5365,165065.5579,163289.2972,165981.4276,156376.4632,154223.9865,156628.4732,124273.632,166756.9531,136902.6318,[138][M]-,,443
FT1269,475.1790874,475.1779229,475.1807587,536.8608398,526.0945435,555.1497803,22,5,5,1,24931.8686,11974.48412,12186.86438,23241.11,11894.036,21600.01179,22269.64379,9021.5685,12308.7675,9236.219333,,,447
FT232,178.05071,178.0504055,178.0514789,537.864467,537.352478,537.9293823,10,5,5,1,12429.94387,9165.352875,8811.525571,6718.793,8379.195,8938.346308,8058.304,6846.756923,7392.168,6342.138333,,,443
FT1219,453.2335881,453.232836,453.2353184,538.3837585,537.8985596,538.9435425,10,5,5,1,124741.2877,104559.2048,103966.1686,104297.7468,106939.3966,105291.5594,133641.5408,78350.75,110392.6135,111873.0988,[167][M]-,,43
FT1225,454.2371408,454.236268,454.2386025,538.3940125,537.6120605,539.2371826,6,3,3,1,33863.3162,23757.79129,24110.55055,16311.64887,15802.03985,21658.34632,22506.8722,15562.83561,25260.77631,19057.2975,[167][M+1]-,,43
FT898,345.155318,345.1547996,345.156715,539.3853782,538.9158936,539.4485474,10,5,5,1,259556.4293,224596.8365,231786.8662,226966.4264,223422.0679,216913.1631,220367.1719,172604.4548,231796.0503,192010.302,[113][M]-,,43
FT904,346.1587802,346.1580232,346.1599897,539.3853782,538.9158936,539.4170532,8,3,5,1,43461.32609,38492.97391,39547.58557,39004.15333,38361.68646,37291.63025,36258.27222,20971.5645,39273.15937,31769.98806,[113][M+1]-,,43
FT1057,393.1759661,393.1755567,393.1777192,539.4276123,539.1083984,539.9584961,9,4,5,1,60883.02,45587.45116,55403.69835,52603.68395,37669.9245,36208.4695,38308.16733,41381.12961,56920.00766,33062.1095,,,43
FT579,279.1446139,279.1442172,279.145762,539.4408569,539.383,539.9280396,10,5,5,1,40093.16087,34136.15896,36020.12818,34624.69438,34272.3225,33608.55974,35103.07733,26029.3913,34835.78543,29263.857,,,43
FT756,318.1638165,318.1630428,318.1648516,539.886,538.9158936,549.5256958,13,3,4,1,68456.1262,56096.50014,23222.18138,37817.98552,57952.47867,21497.4738,23271.50453,39779.169,39237.63262,47936.28702,,,253
FT1082,403.1969907,403.195812,403.1985256,540.4457397,539.9320679,550.1430054,18,5,5,1,147077.1045,122944.8728,117588.5274,122405.7927,117139.3165,96989.6928,118301.9546,92634.76923,131688.9004,102888.4983,[148][M]-,,406
FT316,200.0713882,200.071161,200.072272,540.5253296,540.397,541.4570923,10,5,5,1,5792.721,5493.35,6699.622,6102.385333,5769.153,5980.3,5411.164,4598.290909,5774.832,4920.430667,,,406
FT1087,404.2001708,404.1989498,404.201986,540.7373047,540.397,550.1430054,19,5,5,1,29215.01184,25809.15985,23006.85496,22855.87314,21886.3715,19894.60595,25508.92736,16515.67229,24824.33782,22034.23938,[148][M+1]-,,406
FT1410,539.2697698,539.2692535,539.2716008,540.909729,540.6177368,540.958252,7,4,3,1,20556.46139,31812.11919,31637.2705,28134.91038,32603.34311,33154.81096,33067.34618,23350.30627,30029.03348,27960.636,,,409
FT731,315.1445956,315.1443459,315.1458248,541.3387451,537.4064331,542.6185303,10,5,5,1,174096.2944,428606.2454,343247.7457,435185.6835,138751.2034,194240.0789,141367.3876,256897.4164,150201.5275,120342.9976,,,407
FT1729,753.3537782,753.3526333,753.3566615,541.4385071,541.411,541.9646606,6,2,4,1,13195.32917,9667.411765,10505.83917,10172.06944,9926.000294,10801.98995,11305.052,6679.985705,12057.13373,8732.778415,,,29
FT969,367.1606197,367.1600834,367.16219,541.4388428,541.2393188,541.9646606,7,4,3,1,34315.4283,30972.50133,31630.58773,38536.76118,27723.85227,27557.97174,37176.14594,28739.38375,31047.16952,25970.956,,[M+Cl]- 332.189,29
FT844,334.1585561,334.1582464,334.1598658,541.5351257,541.4123535,541.9646606,10,5,5,1,132649.3629,117579.8506,120992.1856,119121.2768,113558.4234,110122.6185,115343.2505,88860.54214,117496.5011,100970.4927,[99][M+1]-,,29
FT830,333.1553643,333.1550653,333.1566664,541.8246147,541.4154663,541.9646606,10,5,5,1,838043.4171,748883.8893,744187.92,744778.4148,719638.5541,700340.5771,741567.7359,563807.6904,745387.7786,637021.0198,[99][M]-,[M-H]- 334.163,29
FT1275,477.2333658,477.2328367,477.2352605,541.8297119,541.411,541.9646606,10,5,5,1,21198.8109,18496.79475,19423.12245,19147.47895,18475.08,17604.143,18672.66895,14288.2539,19654.89537,16225.36786,,,29
FT2,87.00956534,87.00936232,87.00972291,541.9468384,541.112915,556.6567993,7,4,2,1,2552.582493,66882.98045,23053.93789,20222.93031,62428.92052,56759.45233,56657.68032,40049.58357,98795.43906,48279.76987,,,408
FT661,299.1496892,299.1492667,299.150883,541.9477234,541.4388428,542.236145,10,5,5,1,107236.9278,114140.6332,111594.1835,114418.3058,102083.683,86458.72538,109762.026,81141.554,105504.7139,90575.66889,,,29
FT617,289.1652466,289.1649434,289.1663964,542.1762085,541.4497681,542.4685059,10,5,5,1,13693.4895,11886.23238,11820.46476,11332.0879,12205.88327,10616.65684,11429.4898,8433.394667,11731.97053,9423.323412,,[M-H-COCH2]- 332.189 [M-H-CO2]- 334.163,29
FT748,317.1603163,317.1595005,317.16155,544.1881714,538.9158936,549.5471802,20,5,5,1,430311.0715,147769.2673,156506.8664,154175.3916,221487.7784,118339.0509,151799.494,95172.022,124157.1352,127466.1197,,,83
FT1157,435.2227577,435.221847,435.2241635,544.957,543.9599609,554.0932617,7,2,3,1,56934.83019,48397.12659,20259.81789,49025.13067,49626.23467,17243.73,39116.33847,15757.65275,47183.46152,39264.28419,,,542
FT1134,433.2073971,433.2068652,433.2088222,545.475647,544.494812,545.5053711,9,4,5,1,47567.23376,39968.96696,41081.28688,39353.10261,37903.22667,38581.68025,39201.338,29934.26173,41980.25838,48371.73987,,,541
FT362,215.092309,215.0917231,215.092917,546.492218,545.9832153,546.5213013,10,5,5,1,89507.352,78948.29486,79156.81143,81595.10514,78113.29352,77554.36267,79541.07667,62711.51068,80712.39053,70458.1551,[28][M]-,[M+Cl]- 180.123 [M-H]- 216.1,485
FT363,216.0956483,216.0952945,216.096408,546.492218,545.9832153,546.5213013,10,5,5,1,8736.653769,7337.9525,8137.700308,7553.184667,7929.376714,7523.476571,7664.734615,5875.209364,7990.935846,7321.295077,[28][M+1]-,,485
FT590,283.0796232,283.0788458,283.0804979,546.492218,545.9832153,546.5213013,10,5,5,1,12594.45119,11388.88864,11480.578,11444.39643,12376.6944,11930.9916,11787.0528,9064.216286,12891.72031,10135.437,,[M+Cl+NaCOOH]- 180.123 [M-H+NaCOOH]- 216.1,485
FT771,322.158708,322.1577554,322.1596447,547.5048523,546.9987793,548.0349121,10,5,5,1,58776.45995,50007.58671,52350.01014,51294.14109,50091.0882,51064.91451,50172.24655,37628.055,51215.95981,31169.48813,[81][M+1]-,,61
FT1174,441.1971674,441.1961353,441.1984936,547.5048523,546.7436523,548.0163574,10,5,5,1,67183.88116,55101.24986,55709.41727,55396.36853,53566.73033,53006.7162,54906.95327,43137.99998,54309.62902,48567.48724,,,61
FT43,113.0609498,113.0604537,113.0610831,547.510498,547.495,548.0105591,5,1,4,1,96065.71382,208722.5329,88498.63444,224661.1806,212357.5487,199522.9863,83527.332,122315.4489,197989.4582,172850.0361,,,61
FT766,321.155469,321.1550319,321.1563486,547.510498,547.5037842,547.751709,9,5,4,1,273110.1919,343298.8776,341344.9585,345596.5675,110262.0184,330712.5351,343520.9008,267839.7975,243120.6181,287858.3644,[81][M]-,,61
FT530,262.071874,262.071058,262.0727054,548.0134583,547.6329346,548.5449829,10,5,5,1,34795.7991,33015.978,31982.436,31825.3408,30573.241,29856.3777,32219.91025,24094.708,34568.4834,24691.39515,,,61
FT905,347.1699842,347.133535,347.1719584,548.5181274,529.7236938,561.1449585,37,5,5,1,51491.78509,46792.86352,45035.66609,46668.70226,44027.06061,44268.04483,108238.8008,34944.9637,109459.6177,38931.72174,,,486
FT922,353.181334,353.1804215,353.1826117,548.8844604,542.928,549.5394897,16,5,5,1,54177.13737,45642.53126,29106.14021,29310.99105,28855.4952,44909.28979,29675.0664,35675.04622,28666.83478,38256.92811,,,175
FT962,365.1814093,365.1802345,365.1824952,549.0304565,549.014,549.5570068,10,5,5,1,80014.372,69143.04152,68499.23946,69308.21,66285.62308,66800.91537,68888.98133,53221.53467,72880.88474,59046.47015,,,650
FT967,366.1849117,366.1838267,366.1856879,549.3293406,549.0269775,549.5394897,4,1,3,1,7853.364775,11544.68237,11710.43755,12224.51722,11268.61364,11326.373,11205.14832,8898.605856,12764.64609,9683.280109,,,416
FT444,241.1079162,241.107281,241.1086582,549.5253601,549.0289307,549.5570068,10,5,5,1,50190.1153,41023.22327,43111.52348,44203.264,43455.38317,51433.67939,39998.10086,33669.746,46428.512,38371.21826,,,32
FT945,361.1501023,361.1492258,361.1511865,549.5885315,549.523,550.0599976,10,5,5,1,76093.09748,70209.45946,66358.478,73252.8955,65164.0368,63840.95176,69089.7344,52296.112,70107.91004,54698.81357,,,32
FT1301,487.1799402,487.1784978,487.2016172,550.0368042,544.1152954,550.5548096,7,3,4,1,23356.02618,21714.88059,21362.04625,21164.10447,7037.323631,21473.27629,22007.10988,17142.64437,3938.781,17885.58678,,[M+Cl+NaCOOH]- 384.223 [M-H+NaCOOH]- 420.2,32
FT1105,419.1921634,419.1909107,419.1936756,550.0522156,532.2655029,557.6206665,28,5,5,1,434086.2971,372222.4721,374208.0172,1267674.869,1208811.14,1181931.323,1221032.034,275579.3352,389415.3745,321856.7712,[153][M]-,[M+Cl]- 384.223 [M-H]- 420.2,32
FT1263,470.2324022,470.2314434,470.2333586,550.4033813,548.6400757,551.5595703,6,2,4,1,31444.67365,27201.58695,26477.94685,28531.92008,15362.43476,23791.89534,26067.00232,19651.31019,39793.99833,22287.48891,[173][M+1]-,,32
FT1111,420.1953616,420.1944561,420.1970709,550.4126587,532.104187,557.2497559,22,5,5,1,86696.57588,239595.9249,239758.9546,243529.4681,237234.3183,235803.6684,237394.7783,55154.41875,75703.6285,62927.438,[153][M+1]-,,32
FT1259,469.2285628,469.2275006,469.229991,550.5437012,548.509,550.6427612,10,5,5,1,147189.9409,127368.5106,125383.258,132486.0707,149212.5241,121803.8308,124070.5621,93018.55337,137497.7138,104738.4722,[173][M]-,,32
FT1165,437.2023902,437.2007831,437.2400448,551.5474243,543.6140137,562.7001953,15,3,5,1,24149.30673,16241.55067,19564.93547,69709.87933,61289.0325,20826.6,19051.49861,58932.44875,18438.84,69793.62091,,,679
FT310,198.0432279,198.0428365,198.0438861,551.5599365,551.25177,551.6494141,10,5,5,1,26819.97756,18301.48041,26075.20733,23531.15944,23440.49933,17163.39253,20416.07106,21399.95263,24110.29328,24210.38472,,,220
FT781,325.0437036,325.0429717,325.0450509,551.5605164,551.25177,552.078186,10,5,5,1,12935.82769,10563.16529,13550.08613,13513.48425,13385.914,10076.2335,10364.115,11077.02,12695.2518,11295.38193,,[M+Cl+NaCOOH]- 222.087 [M-H+NaCOOH]- 258.064,220
FT507,257.0565008,257.0558243,257.0576387,551.5804443,551.147522,561.6947021,19,5,5,1,28985.36471,20336.15629,26835.78835,26739.91029,25800.49482,19295.49412,21637.19153,23325.863,26804.73872,24131.89553,,[M+Cl]- 222.087 [M-H]- 258.064,220
FT1121,423.1867524,423.1856938,423.1881477,551.908783,551.5576782,553.0810547,6,2,4,1,70107.92533,128915.5565,60441.83614,73694.86156,115702.1027,58958.3925,80526.14868,74640.27756,67156.79496,82671.31142,,[M-H]- 424.194,70
FT1066,395.191245,395.1542802,395.1935433,551.9145508,546.1187134,555.6125488,24,5,5,1,52193.3805,45252.792,236144.8163,237160.53,235058.546,228487.1333,235412.45,185274.3258,60081.60667,204709.9587,,[M-H-CO]- 424.194,70
FT721,313.1653235,313.1644672,313.1662487,552.2509766,551.6494141,553.0765991,9,4,5,1,9588.485429,9198.723478,7769.159471,10358.27604,8136.808524,8758.953913,7914.798682,6381.279074,8411.571737,6474.216,,,128
FT1076,397.1969304,397.1958059,397.1980774,552.319458,548.1335449,554.5820923,8,4,2,1,6529.47891,12028.58635,6554.096711,7378.593765,6888.695429,12631.58448,7099.6352,8188.474274,7959.602667,10365.40881,[146][M+1]-,,128
FT1211,453.1971084,453.1960686,453.1986278,552.9076843,552.557,553.0810547,10,5,5,1,43826.707,38270.92,38666.93775,39079.25925,37566.94588,36699.85317,38589.68167,28394.09957,40524.8792,33835.6425,,,128
FT909,349.186048,349.149043,349.1877214,553.071228,538.6072998,557.12,30,5,5,1,102429.1233,87167.31581,84395.261,85000.65786,84708.58667,82683.65067,85314.7769,104611.8015,140257.1395,75173.03195,,,128
FT1071,396.1952823,396.1942824,396.1966876,553.5829468,548.0041504,554.0878906,11,5,5,1,51446.09311,43594.07242,45360.54884,45572.60168,43773.98168,43464.32442,41672.94444,35150.34526,49014.8768,39862.56505,[146][M]-,,128
FT1731,757.349715,757.34756,757.3513208,553.5835266,553.2501221,553.6502686,6,2,4,1,7151.903353,5009.874667,5180.451059,5546.415,3228.671618,5422.258052,4713.355,2761.30034,5628.414,4627.565902,,,128
FT1222,453.2334062,453.2325115,453.2350986,553.6502686,553.569,554.0932617,7,3,4,1,28407.75234,55992.33262,62074.40868,57031.29545,56311.06514,51765.0896,53664.98422,41385.53905,56570.68571,48046.2246,,,128
FT1766,803.3901448,803.3889728,803.3930675,554.078,553.5692749,554.0932617,9,5,4,1,12621.82146,13089.08181,14035.6713,14518.70897,13575.28719,13350.45817,14441.88229,9111.297667,14547.78967,10604.379,,,514
FT1776,815.3899014,815.3886583,815.3934862,554.5910034,554.0857544,567.1781006,11,4,5,1,47956.91338,24763.0927,39582.4271,18794.23384,20383.26,19161.215,20248.16926,17209.17118,21320.54622,20951.46293,,,514
FT978,373.186478,373.185613,373.1878406,555.0991516,554.6465454,555.6008301,10,5,5,1,105086.3722,97516.26077,86575.21091,108721.2355,82806.37671,92075.58527,82165.8179,72135.45272,84785.78838,85009.22058,[129][M]-,,511
FT981,374.1899922,374.1894139,374.1911968,555.1763611,555.0916138,555.6019897,4,1,3,1,23049.13426,16362.66729,17710.26084,16641.07971,12521.78391,21601.52968,16459.38038,13806.73504,19990.45221,13163.17787,[129][M+1]-,,516
FT1284,481.1920384,481.190892,481.1938317,555.1807861,555.0909424,555.6500854,10,5,5,1,18422.73562,16159.31227,15947.3682,16408.6347,15407.09211,16767.98073,16131.90682,13711.32229,20606.5647,14480.42514,,,511
FT1813,889.4275521,889.4250892,889.4306569,555.3722534,554.7530518,556.1094971,6,2,4,1,15572.09966,11165.045,11836.24134,12154.20797,10286.07071,9599.158899,11439.26,6495.038153,11068.94975,9768.145036,,,511
FT1040,391.1971742,391.1962757,391.1986328,556.4283142,556.106,556.6125488,10,5,5,1,405027.7,345257.9225,257766.916,263682.8885,331235.2084,325635.1954,259082.356,262447.8074,356835.0258,297350.7532,[140][M]-,[M-H-COCH2]- 434.215,71
FT1048,392.2003724,392.1996531,392.2019038,556.6115303,556.1182251,557.1160278,10,5,5,1,57583.15277,49304.74846,48735.30704,50684.17846,47633.1408,45802.8858,48088.49377,50227.19975,68234.4421,44129.22,[140][M+1]-,,71
FT1289,481.2287955,481.2277247,481.2305797,556.6115303,556.1182251,560.1497192,10,5,5,1,568497.3654,485613.1724,507094.116,477730.5269,440611.8676,436808.1505,387027.8551,366956.8544,496016.2468,402009.2175,,[M+Cl]- 446.259 [M-H]- 482.236,513
FT1314,494.2315952,494.2309768,494.2336748,556.6115303,556.1484375,557.1133423,8,4,4,1,31681.3855,28641.1245,27958.4823,16038.1786,27124.60968,27017.199,28055.2594,22163.349,30637.76057,19445.94234,,,71
FT733,315.1445396,315.1440136,315.1458582,557.1123657,556.6567993,557.12,6,4,2,1,89742.91869,77625.95449,13985.61655,47093.25884,76063.74259,77514.43707,78691.58152,55746.42798,82976.97667,66267.43459,,,71
FT832,333.1553289,333.1545722,333.1565229,557.1464844,557.1055908,557.6213379,10,5,5,1,176091.3511,150878.6244,157710.6511,156835.361,150500.0585,148026.4453,154259.7752,121883.4029,154298.2198,134318.3506,,[M-H+Cl]2- 632.348 [M-2H]2- 668.325,71
FT1616,667.3169906,667.3156276,667.3196915,557.6221689,557.2497559,557.6657715,8,3,5,1,8603.455941,8050.701368,7226.711067,7503.365733,7358.8716,7376.958875,7365.2722,4979.398533,8203.26,5578.186964,,[M+Cl]- 632.348 [M-H]- 668.325,71
FT523,259.1185469,259.1179879,259.1196234,557.6246338,557.2497559,558.1218262,10,5,5,1,109848.7995,101878.7792,100587.6737,102030.2418,99103.13909,94820.24133,100961.8926,76904.75257,104893.0813,85498.14182,[44][M]-,,71
FT1139,433.2074276,433.2063514,433.2087657,557.6253052,557.6206665,571.1721191,9,4,4,1,18336.8279,18346.9377,18168.25425,20670.79061,17716.8152,18166.228,17552.062,16345.56666,18445.8624,15229.07065,,[M-H]- 434.215,71
FT526,260.121876,260.1211344,260.122801,557.6323242,557.6155396,558.1218262,10,5,5,1,12787.97682,12696.11472,11846.48921,12820.86989,12366.60526,11457.62024,11596.63028,8654.453429,12605.11535,10497.92284,[44][M+1]-,,71
FT1408,539.2707981,539.2692714,539.2721899,558.119873,551.0509033,559.1370239,11,5,4,1,74706.01006,64533.93508,39150.424,41354.6381,27384.69944,62551.68203,38288.85455,30525.02719,67664.78727,33572.72686,,,515
FT1432,549.2158103,549.2154699,549.2169902,558.134491,551.0534058,559.1748047,6,4,2,1,19568.33004,22088.32588,16325.52975,22334.02595,19597.39706,31320.44556,21934.29422,17018.79115,22799.44974,20254.1823,,[M+Cl+NaCOOH]- 446.259 [M-H+NaCOOH]- 482.236,513
FT266,187.0973547,187.0969593,187.098065,558.6254578,558.1491089,558.6417236,10,5,5,1,38046.79476,45667.55964,45258.25045,36270.97759,43656.7545,40973.808,39974.34773,37686.83659,40146.44455,35066.19168,,[M-H-CH4]- 204.126,512
FT431,239.090978,239.090526,239.0919872,558.6417236,558.2524414,559.1370239,9,5,4,1,9395.408,9588.8184,8754.851191,9097.820583,9248.181167,9702.526042,8925.875,6888.9072,9575.498,7733.501182,,[M+Cl]- 204.126,512
FT206,171.1025046,171.1021486,171.103167,559.1321106,558.6548462,559.1748047,10,5,5,1,44491.9428,51851.3006,41451.96,39468.92526,39267.2232,39036.9375,39390.43926,43814.2695,41415.45705,47433.13723,,,176
FT686,306.1646543,306.1643853,306.1648542,559.1330566,554.2543335,563.7741089,6,0,3,1,8623.610526,5226.484086,7271.612062,7804.142647,NA,4604.067535,696.0816309,3152.118121,8390.345916,6499.075043,,,651
FT1190,449.2391978,449.2378895,449.2403187,559.1748047,558.7523804,570.7723999,9,3,4,1,41021.89909,41243.05225,55219.03083,35712.29482,12341.45488,58338.43864,51884.92831,47284.59291,55039.93537,34376.35058,,,176
FT93,137.0243445,137.0240101,137.024857,559.6390076,559.1645508,560.162,12,5,5,1,51736.21875,40825.70195,48567.26426,40506.28968,38350.13029,42271.875,41646.24175,40511.88582,42958.10015,36131.65733,,[M-H]- 138.032,587
FT6,93.0354369,93.03520639,93.03568397,559.7553101,559.1645508,560.1468506,7,3,4,1,6332.7695,4452.033833,5545.076538,5884.791857,3106.448472,5098.95,4203.03518,4250.813091,5130.8352,4052.008268,,[M-H-CO2]- 138.032,587
