row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,p_HM-188_Novo_B_1ul.mzXML Peak area,p_HM-188_Lome_B_1ul.mzXML Peak area,p_HM-188_Novo_A_1ul.mzXML Peak area,p_HM-188_Cipro_A_1ul.mzXML Peak area,p_HM-188_Lome_A_1ul.mzXML Peak area,p_HM-188_GT3-043_C_1ul.mzXML Peak area,p_HM-188_Levo_A_1ul.mzXML Peak area,p_HM-188_Levo_B_1ul.mzXML Peak area,p_HM-188_Novo_C_1ul.mzXML Peak area,p_HM-188_Lome_C_1ul.mzXML Peak area,p_HM-188_PA14wt_C_1ul.mzXML Peak area,p_HM-188_AR351_C_1ul.mzXML Peak area,p_HM-188_Coumermycin_B_1ul.mzXML Peak area,p_HM-188_Levo_C_1ul.mzXML Peak area,p_HM-188_Coumermycin_C_1ul.mzXML Peak area,p_HM-188_AR351_B_1ul.mzXML Peak area,p_HM-188_PA14wt_A_1ul.mzXML Peak area,p_HM-188_GT3-043_B_1ul.mzXML Peak area,p_HM-188_Coumermycin_A_1ul.mzXML Peak area,p_HM-188_Cipro_C_1ul.mzXML Peak area,p_HM-188_GT3-043_A_1ul.mzXML Peak area,p_HM-188_AR351_A_1ul.mzXML Peak area,p_HM-188_Cipro_B_1ul.mzXML Peak area,p_HM-188_PA14wt_B_1ul.mzXML Peak area
341,163.1144911,11.290924,,,,32,,,,,,,99.80164,130.65312,75.6377,138.89201,51.0869,37.931614,97.706345,103.320724,100.64868,81.526405,26.255064,77.72476,47.13628,32.34565,112.358765,196.6053,46.34485,55.76251,96.06723,79.90173,151.06136,106.197105,62.033607,192.09444
342,145.1039565,11.292004,,,,32,,,,,,,1616.9304,1505.8248,1400.5588,1461.2229,1490.6345,1176.2838,1395.5769,1434.9738,1418.1995,1410.2614,1308.1567,1378.224,1508.2018,1364.0476,1387.5112,1668.4755,1456.1729,1349.3562,1587.2065,1188.3163,1652.6083,351.8294,1740.1166,1524.9121
343,117.0695305,11.3807335,,,,8,,,,,,,34.30406,64.16496,50.54649,37.572254,62.238697,22.352295,55.279873,52.78226,47.861206,52.19346,54.570946,59.675117,51.460262,44.078514,41.484123,58.59809,31.888992,53.60987,58.256447,38.47542,56.738647,65.715,61.8118,65.12274
344,191.0851238,11.380742,,,,8,,,,,,,74.8537,83.77626,77.46926,82.87033,81.40817,81.55506,82.00623,82.16184,84.09041,76.362045,83.074326,76.260544,75.81049,76.86409,89.74272,89.19788,76.75856,77.09163,83.67763,86.495735,78.98562,89.593765,88.87255,81.54606
345,233.1322474,11.381282,,,,8,,,,,,,769.69214,873.93555,803.6816,812.944,842.066,757.34863,784.12714,858.4961,768.763,725.07733,774.1596,753.69556,764.14844,785.7152,763.40875,824.16144,781.09485,830.06805,831.8742,798.04443,786.644,864.19073,856.35205,784.0438
346,264.1747109,11.382168,,,,8,,,,,,,14791.413,16568.316,15809.657,16939.275,16582.797,16074.787,16407.037,16726.096,15937.418,15735.465,16025.048,16030.63,16354.222,15967.0205,16677.111,16861.855,15885.795,16570.318,16481.53,16529.857,15938.56,17124.137,16893.037,16009.457
351,603.1815044,11.648889,,,,,,,,,,,20.787569,0,76.571724,0,0,0,0,0,65.86915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,214.1798924,11.677009,,,,,,,,,,,40.140633,0,0,0,37.29696,2.3174286,0,2.4198675,0,0,193.04228,0,18.627495,0,0,0,128.13904,78.89877,0,10.559723,82.21127,7.827065,0,0
354,325.067045,11.682435,,,,,,,,,,,0,2.240038,0,184.17291,4.9570327,75.49324,0,18.050665,0,2.2659302,54.942978,7.170039,0,0,0,0,33.804543,339.6211,0,0,319.95056,0,574.2473,2.3085108
358,185.0956962,11.916795,,,,,,,,,,,19.825579,109.1197,278.44354,76.32398,66.0629,242.84296,137.76147,163.91328,53.00709,118.92358,308.4406,116.3309,4.2382603,114.84227,47.19571,183.4801,223.75154,231.50278,91.95466,103.443405,189.9935,123.6789,87.73574,331.25156
359,395.1746804,12.036011,,,,,,,,,,,0,0,0,66.67314,2.5877953,426.4332,40.54248,343.09555,0,116.41453,499.73203,31.686474,0,145.59201,0,2.2101188,333.04367,172.8977,0,19.803097,26.497263,55.20346,214.92815,432.8838
361,177.1634052,12.168254,,,,61,,,,,,,151.68669,152.1408,155.57549,152.62418,154.41571,153.26765,147.44911,158.21974,150.771,143.93835,142.66586,145.53035,151.26344,145.35019,146.26488,156.5265,143.62357,146.87532,159.6977,147.00517,149.2055,159.80598,157.23212,150.67065
363,687.7478003,12.296361,,,,15,,,,,,,38.193783,42.08523,41.47369,45.664696,38.148373,36.52876,40.72414,42.44394,42.85088,28.335487,19.739477,40.770332,41.63955,36.046158,41.15126,42.4775,37.64669,42.931637,42.7902,39.8643,42.589787,47.259293,42.684505,20.178455
365,347.0803273,12.2943945,,,,15,,,,,,,129.92186,123.939804,120.34906,134.40459,117.83774,103.35301,117.639755,117.97259,124.98835,119.671196,112.576744,117.29721,120.71028,110.822754,117.36752,119.90371,123.61687,129.09703,126.276184,121.99632,120.932014,146.69936,137.2737,111.15215
366,465.1587281,12.2949295,,,,15,,,,,,,161.82256,166.12636,147.73003,158.325,151.40068,145.31924,159.93791,153.42651,150.42682,132.11179,116.87494,144.29147,166.35364,142.0646,153.73674,156.72015,149.24933,160.87599,173.23767,151.60907,161.45697,168.46573,172.14265,154.10362
370,251.5749536,12.295829,,,,15,,,,,,,297.79218,291.1439,280.5658,276.24622,286.78442,280.90778,279.05185,285.47147,293.00027,270.29953,250.41866,282.18906,294.75952,281.07236,295.04263,274.08368,289.73004,289.36658,303.85324,290.92282,288.7914,296.9596,289.78134,273.47247
371,321.1013679,12.295825,,,,15,,,,,,,637.20386,609.27454,609.5515,632.6266,580.4799,559.07196,583.23004,601.80597,590.4774,585.53217,557.71716,575.85675,603.3259,572.5772,594.3184,605.9537,609.2924,604.61475,639.2946,591.853,627.8977,678.5801,636.863,581.7812
372,448.1850633,12.296008,,,,15,,,,,,,198.32527,199.5489,184.88676,179.10936,179.27592,176.1218,176.58983,181.3681,195.29521,159.30965,181.43413,167.98933,180.86328,176.01553,192.31998,177.37025,187.60706,181.79532,195.98898,184.14474,187.33754,190.50986,199.10347,178.09692
373,242.5697031,12.296882,,,,15,,,,,,,163.16138,170.75044,149.22803,143.66162,159.66689,157.23418,155.08037,151.96588,168.31009,144.22064,143.26518,153.27995,158.40245,158.21893,155.62424,147.87888,152.7606,156.87933,164.34143,160.49423,165.37349,174.17522,157.25197,161.99236
374,158.1535238,12.332568,,,,,,,,,,,86.31936,47.502445,78.46064,78.988754,79.235504,82.22303,69.48546,82.90827,85.74096,66.42244,68.6088,72.07921,83.287994,82.6148,85.97279,72.161385,81.47435,88.04003,84.52002,85.87358,97.684326,77.5483,83.25954,72.89865
375,395.1748834,12.408267,,,,,,,,,,,0,29.898254,0,173.58202,138.08261,291.05252,126.04382,225.06001,0,95.03758,357.549,119.833885,0,103.15935,0,64.98032,376.9815,211.98065,0,79.6484,112.18628,145.16473,217.31361,294.36865
378,185.0959005,12.494392,,,,16,,,,,,,1193.7493,1145.2922,994.7604,1089.0618,1063.4309,866.2268,1055.0999,912.3247,1149.793,982.87933,822.77686,997.8065,1168.0929,971.6779,1175.5886,1094.9056,865.4324,963.45636,1146.6633,1133.9824,1110.2341,1044.0054,1066.1504,847.88837
379,250.0748089,12.494584,,,,16,,,,,,,341.63293,316.0453,266.28445,281.99033,301.779,257.08923,279.53867,255.34592,341.66156,269.3894,191.37566,279.40277,339.19073,265.1583,326.94162,284.13083,243.86581,268.90063,304.6415,308.93475,299.11502,297.50208,292.8838,224.41792
380,173.5514696,12.49653,,,,,,,,,,,88.94633,87.82539,26.517323,64.700165,88.55715,75.29162,13.841484,59.04168,81.20537,52.53533,24.70652,72.49201,89.23436,62.6121,88.43989,39.12889,36.106674,28.102465,78.958954,39.325024,86.90675,35.73092,79.56486,38.016712
383,499.1420364,12.496356,,,,16,,,,,,,114.35696,102.80621,86.84296,82.899475,87.416824,73.66398,81.55415,89.79311,95.848274,75.99938,50.464302,81.06478,98.84369,77.77967,99.498055,85.971016,68.33333,77.548485,102.09886,88.37517,93.7515,88.0438,91.20674,68.62772
384,729.236493,12.496182,,,,16,,,,,,,186.22653,172.90207,125.63413,168.07002,162.31392,94.7681,135.05814,118.825134,176.43237,118.27157,56.188877,123.8434,178.43637,130.71777,168.94926,147.96918,107.299805,140.40607,165.26546,151.63666,159.20097,168.98898,182.28824,87.39455
386,164.5461835,12.49725,,,,16,,,,,,,244.47395,224.33792,203.73065,211.85017,217.25491,196.89449,202.12267,196.34943,238.56352,199.89287,181.05423,203.45488,224.43425,214.38847,229.78444,213.46399,203.76616,214.60822,226.64607,231.9584,224.58398,228.39612,221.38957,188.585
387,155.5409295,12.497601,,,,16,,,,,,,173.53249,178.70322,153.8674,147.04053,158.88716,145.46971,148.68651,148.20528,174.63185,151.48235,128.83592,161.60576,172.86261,154.27167,174.48804,154.76845,145.70955,153.11284,168.13301,170.82274,171.53316,164.63658,161.23152,136.80603
388,365.1218328,12.496713,,,,16,,,,,,,80.88198,63.952858,51.475983,56.458702,53.44647,41.60957,50.740322,42.159496,79.80224,44.241264,29.925488,49.62865,77.43276,35.997513,74.02624,49.499878,45.166996,52.94167,62.52808,72.876076,58.615536,59.309395,58.012527,14.760912
389,315.053487,12.502033,,,,,,,,,,,93.81567,104.75939,61.986694,30.481077,51.813763,60.91416,76.29176,66.41223,50.516075,60.367733,12.978291,57.55003,85.8428,64.3925,89.06795,28.39205,33.7522,18.978796,90.99385,83.08094,107.588234,40.00263,66.3331,91.52208
390,959.330605,12.496781,,,,,,,,,,,45.250366,36.051003,23.912788,30.741875,32.09186,19.988869,24.499086,15.991077,40.17275,24.73498,0,21.99058,42.516243,16.103899,34.759518,27.223076,4.8329306,21.023643,36.99547,28.793465,23.454094,35.16558,32.68938,2.4629712
394,251.1999872,12.634785,,,,45,,,,,,,139.83014,102.76512,117.82074,166.08655,81.28514,89.850945,93.36217,148.8868,81.154594,108.87821,69.31763,207.61185,138.57008,113.00002,141.71472,247.90602,53.276527,117.06345,167.51472,156.10742,97.208466,258.14154,196.78639,106.65795
395,211.1688262,12.649055,,,,,,,,,,,151.36298,32.19205,47.806385,11.274943,51.350403,42.469112,10.491814,36.749844,74.29505,30.498417,130.01761,25.047783,127.747375,26.414248,13.185499,51.65016,122.792534,75.20569,32.73278,110.912094,123.86379,65.97217,8.110645,18.789776
398,258.1485337,12.775535,,,,,,,,,,,73.503784,278.66888,171.23311,517.64813,266.20862,523.8851,267.91873,267.24554,115.861534,248.31207,458.02652,335.86932,234.81583,267.0906,273.2126,345.07608,486.52426,570.0688,285.7279,328.71606,810.7202,388.98892,657.3298,390.0535
400,245.0779269,12.859157,,,,,,,,,,,74.71894,69.89837,68.839806,159.35196,84.59573,80.640274,84.55694,127.24988,59.389748,104.73538,106.04326,65.46048,86.76691,115.083786,147.57605,77.14713,126.668144,120.94473,60.270077,126.84188,107.55504,84.973175,81.682686,72.78318
401,274.2736899,12.94855,,,,,,,,,,,51.110233,43.325645,38.48152,46.741096,57.871452,24.937876,63.474976,54.14502,66.155106,27.159546,57.237495,57.287083,34.0643,45.55901,48.516357,58.418182,50.06113,37.539337,37.599472,30.534618,83.21006,68.84207,65.099915,31.979822
402,369.3470354,13.04821,,,,,,,,,,,0,2.3667383,29.106085,7.2179146,24.07879,66.63654,0,29.931982,10.441681,4.854657,23.17772,2.2613716,0,3.4843874,0,4.5660014,0,31.651272,0,5.403929,83.111534,14.510658,57.83726,0
403,328.1902064,13.068661,,,,,,,,,,,0,0,0,70.03031,2.7786493,78.57443,0,0,0,0,27.067818,13.490722,0,2.1889257,0,0,2.9683661,33.402634,0,66.20367,5.1802726,26.473724,185.41248,13.22521
404,242.1535631,13.098877,,,,,,,,,,,87.49472,277.87112,157.85045,288.8317,216.93855,425.52438,234.05292,214.17192,89.96884,157.50499,446.9092,351.203,206.44337,163.62239,241.82753,343.81494,476.3162,481.82578,279.53983,149.64578,871.86884,379.54944,345.84897,359.84683
405,304.1902304,13.108077,,,,,,,,,,,0,36.185104,2.3773026,67.65762,37.573303,103.587585,34.07616,23.15784,0,14.154343,74.46787,48.835632,6.110854,16.990759,11.631385,53.78059,57.3312,81.53752,26.044489,16.768974,103.983696,59.723293,87.76855,73.6502
407,201.0906079,13.113884,,,,,,,,,,,21.355843,146.94423,162.11273,90.55025,91.845894,329.0881,154.79533,180.1042,26.58829,142.85681,524.53485,206.8843,2.1333694,160.91724,22.277838,328.35724,382.58688,539.6759,56.934227,102.55348,294.83145,287.40344,116.13989,445.93442
408,244.1695859,13.156676,,,,,,,,,,,975.241,3677.2686,1801.1605,4995.8,3620.0598,7301.162,4259.271,4443.6147,1083.7388,3482.9023,9075.605,6040.182,2096.3062,3575.264,2580.984,7122.6987,12480.069,8933.3545,2624.6836,2914.1414,13531.989,8198.203,5563.0264,7171.8877
409,260.164548,13.2597275,,,,,,,,,,,2930.0747,9056.34,5810.697,18456.1,10295.946,13445.135,9580.897,11121.609,3687.3958,10046.6,14916.668,10063.881,6225.115,10100.631,7414.4604,11935.212,19399.58,17079.135,7162.7505,11157.381,23968.695,13486.366,21350.557,13740.481
410,279.2313908,13.35802,,,,,,,,,,,160.245,157.67618,153.74997,267.21832,85.98752,226.23654,145.1412,232.57767,134.18292,146.59155,42.668816,286.12228,165.55559,154.53311,176.03833,394.74652,25.037851,210.53023,204.64397,242.59657,278.4865,372.98822,334.97797,185.98444
411,297.2418849,13.426147,,,,,,,,,,,13.049696,4.579067,13.084411,24.445946,2.330185,19.524622,2.635972,30.75724,2.5740538,12.265581,2.458414,46.246655,15.182871,2.290392,9.875778,99.396194,2.240233,36.44737,32.534115,25.227951,31.79426,85.703575,47.156727,15.149797
412,337.2342686,13.428655,,,,,,,,,,,98.27147,30.632925,73.46041,176.72006,40.170616,159.4129,38.116257,187.13821,36.505993,78.08095,53.269115,220.58931,125.917694,89.24009,111.689095,279.05814,30.283684,160.48164,151.15161,164.99821,189.15892,265.19617,229.07085,78.64329
413,172.1692506,13.446499,,,,,,,,,,,57.57017,20.167934,161.68611,140.3168,132.9734,62.953693,52.819683,107.71019,62.908314,70.507095,142.19576,115.083916,110.32763,77.08392,82.863945,51.04211,61.464912,87.019966,179.91403,136.28705,179.2006,133.46312,82.46277,133.37712
416,237.1456742,13.531505,,,,,,,,,,,0,13.540653,2.2997723,59.463985,38.55543,58.730236,40.53112,92.68675,2.755165,47.939278,74.8148,25.132158,0,51.466454,0,55.293324,75.530464,70.69811,0,29.874855,95.90361,67.80899,92.584694,50.338028
417,197.1532119,13.533571,,,,,,,,,,,0,2.5088425,0,57.36511,23.205322,27.360195,32.344807,72.65649,10.132682,14.398381,60.558163,12.704588,0,50.502888,0,51.688423,60.81199,54.59822,0,14.484098,76.5971,61.9888,77.6419,30.521042
418,279.2314122,13.575826,,,,,,,,,,,102.8529,92.25375,114.38604,161.79216,75.46094,144.95557,95.169334,153.85861,95.35935,95.50414,97.83598,175.11554,92.570114,94.50606,114.777435,260.58017,77.27565,127.8011,113.88581,127.38897,170.38092,247.24931,214.09079,138.641
419,265.1769673,13.583516,,,,,,,,,,,0,14.991681,9.102751,70.5878,11.900539,55.815113,17.552094,87.728806,23.47992,47.176414,63.122765,12.169506,0,51.228157,0,65.90938,57.706272,57.210068,0,39.762028,78.74392,61.183792,107.53755,32.850544
420,207.1739774,13.587511,,,,,,,,,,,0,0,0,46.122116,2.5272226,44.37886,8.637302,55.927227,2.3394508,27.121716,39.82946,2.3325815,0,36.687706,0,41.49266,35.696358,43.243137,0,9.457726,50.848255,30.081606,78.64872,12.449433
421,214.2525142,13.597718,,,,,,,,,,,0,35.680496,61.28969,46.386852,11.994631,124.86052,17.427513,34.885376,5.723715,18.528135,120.31024,16.824715,2.3339062,64.8725,5.0972795,117.388596,10.869043,240.10252,49.73812,125.55748,165.73607,37.84732,56.11776,74.24888
422,337.2343188,13.595788,,,,,,,,,,,119.172646,104.050255,120.68239,144.4137,78.680984,113.983406,86.46296,160.08972,100.68114,95.2152,85.79431,190.68555,115.56512,94.0739,114.11684,254.18837,80.8802,104.22422,138.71912,130.5232,133.2354,239.98158,191.64145,120.629555
423,297.2419073,13.6061325,,,,,,,,,,,53.96441,33.13699,57.830307,61.02175,27.563889,13.838443,27.240578,73.657036,28.820927,23.579262,22.20198,101.62299,28.38575,35.062504,49.063377,137.10107,41.667118,55.752186,70.0936,31.288542,67.94727,119.812775,80.52256,59.923035
426,831.7423547,13.635789,,,,25,,,,,,,0,0,0,0,0,253.71545,0,0,0,0,0,0,0,0,0,0,0,241.86823,0,0,190.0788,0,0,0
427,425.6106029,13.640067,,,,25,,,,,,,0,0,0,0,0,800.752,0,0,0,0,0,0,0,0,0,0,0,827.79456,0,0,724.4754,0,0,0
429,831.2407887,13.64006,,,,25,,,,,,,0,0,0,0,0,243.82901,0,0,0,0,0,0,0,0,0,0,0,257.16074,0,0,190.0142,0,0,0
430,417.6219772,13.6414995,,,,25,,,,,,,0,0,0,0,0,150.78796,0,0,0,0,0,0,0,0,0,0,0,148.17397,0,0,137.52939,0,0,0
431,736.1213322,13.660039,,,,25,,,,,,,0,0,0,0,0,220.25839,0,0,0,0,0,0,0,0,0,0,0,232.20383,0,0,223.56741,0,0,0
432,616.175874,13.785519,,,,,,,,,,,308.85345,35.114426,0,339.1252,157.11584,229.10864,19.192194,118.20162,0,0,23.407478,266.05508,237.87839,2.1928859,49.054993,189.344,2.5997515,45.874744,0,0,0,248.07587,338.24863,331.92004
433,420.5997879,13.821139,,,,43,,,,,,,0,0,0,0,0,0,0,0,0,0,0,50.596863,0,0,0,65.31463,0,0,0,0,0,58.71966,0,0
434,739.0995003,13.824,,,,43,,,,,,,0,0,0,0,0,0,0,0,0,0,0,81.50496,0,0,0,91.42106,0,0,0,0,0,95.23437,0,0
435,837.19708,13.824017,,,,40,,,,,,,0,0,0,0,0,0,0,0,0,0,0,50.446644,0,0,0,87.37294,0,0,0,0,0,66.2332,0,0
437,428.5886499,13.829727,,,,43,,,,,,,0,0,0,0,0,0,0,0,0,0,0,363.25757,0,0,0,429.67267,0,0,0,0,0,405.18115,0,0
439,837.6988956,13.829705,,,,40,,,,,,,0,0,0,0,0,0,0,0,0,0,0,51.207375,0,0,0,80.46662,0,0,0,0,0,70.90284,0,0
440,820.2269632,13.836844,,,,40,,,,,,,0,0,0,0,0,0,0,0,0,0,0,187.49797,0,0,0,253.5266,0,0,0,0,0,221.73972,0,0
442,576.7061711,13.856822,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,61.61221,0,0,0,79.77672,0,0,0,0,0,69.05971,0,0
443,575.4663941,13.883792,,,,33,,,,,,,0,4.4847565,0,37.815117,2.23979,27.48278,2.771378,30.222551,0,9.865625,2.6865005,53.318775,2.3377275,4.8435745,2.4329872,65.57132,2.1844459,12.181614,0,33.029606,30.997873,60.334682,46.940075,13.247646
444,261.2209385,13.883925,,,,33,,,,,,,154.56589,186.90654,147.10625,282.60696,172.79213,270.16785,194.23232,256.062,124.29059,196.46848,196.88171,307.5261,163.23132,221.8069,194.1352,342.56824,186.77037,253.611,175.4501,287.8763,250.00015,334.0059,303.94012,202.76111
445,981.6903896,13.885877,,,,33,,,,,,,0,10.762665,0,47.217422,7.4828835,30.243452,17.415842,38.848206,0,11.096059,0,42.1292,2.5293446,16.646103,2.1586418,55.509087,0,37.784588,2.24832,35.886894,29.794132,54.785923,65.8074,18.826435
446,279.2317066,13.884636,,,,33,,,,,,,811.7188,977.13617,789.2098,1507.0881,923.9132,1304.2388,1092.0089,1285.9619,648.0401,993.72253,984.1812,1581.0521,874.1593,1034.2987,983.82886,1909.174,903.09644,1268.3949,900.0302,1412.1146,1316.0533,1692.588,1563.1364,1121.3612
447,243.2103131,13.885162,,,,33,,,,,,,51.508053,68.96584,54.783974,113.76492,53.089916,95.71774,79.23389,95.14986,17.515907,74.87498,72.87678,117.73696,57.582405,76.38358,62.271484,144.94473,61.781025,106.223885,58.69794,110.949295,96.11585,144.5851,130.70068,79.09635
448,353.2013648,13.887653,,,,,,,,,,,45.10292,65.7415,60.664516,53.760323,60.67938,27.989082,63.99165,72.405014,21.185009,61.783516,24.255478,54.430668,23.822145,67.51086,52.152794,57.720673,43.880257,60.46989,56.383694,78.394684,86.24778,71.84953,97.857376,72.8277
453,593.476799,13.883557,,,,33,,,,,,,22.596281,21.228363,26.872746,87.00947,24.59792,64.19972,48.046356,75.15388,2.1674147,46.46837,35.740746,105.19733,17.982336,45.9679,36.107956,148.40681,30.309666,79.47714,32.530117,79.26492,63.792152,129.23456,117.97928,48.116177
454,316.2155466,13.887661,,,,,,,,,,,23.281467,42.846626,22.311954,68.33957,33.801746,59.900013,43.59035,61.727085,20.353735,48.388977,37.542362,70.525955,16.401554,52.938637,39.8499,78.80912,39.143456,72.308784,33.052353,71.17758,66.63576,75.568245,82.69877,50.184635
455,667.4450866,13.887306,,,,33,,,,,,,85.46222,94.67367,81.833374,159.17186,102.492065,137.33984,104.71774,151.74678,43.964832,123.31088,51.958023,131.59895,88.946365,112.75189,80.95471,146.50447,82.77051,153.7403,98.194244,137.47198,135.84628,157.80841,204.27638,118.3134
459,286.1797348,14.036221,,,,,,,,,,,127.30867,208.8255,23.081648,212.74153,156.13531,306.33078,103.91786,186.64862,148.15462,251.65018,287.3826,226.44461,250.25385,257.9086,223.17924,127.67928,318.24045,387.015,105.73226,230.8612,351.27994,395.78864,406.54852,155.83867
460,258.1848082,14.096508,,,,,,,,,,,0,55.061085,10.963212,30.538748,46.318363,82.7992,59.026962,36.969547,0,33.142853,84.33493,81.4624,2.81327,38.50743,13.020113,116.89981,104.84059,111.6613,26.49696,19.4281,159.99266,140.59053,90.868225,56.418846
461,274.1797686,14.142354,,,,,,,,,,,44.605713,138.88522,100.78702,286.95053,130.98038,205.73817,132.5069,127.056496,62.8521,115.58212,175.43312,144.98492,89.981575,126.25695,90.94366,160.52435,191.262,265.76987,107.168686,200.78835,319.10242,212.26788,430.80032,140.9347
462,245.1507623,14.143426,,,,,,,,,,,276.3682,273.95554,243.9227,266.11853,227.20267,273.74484,256.28967,267.3127,266.80957,258.3619,255.76483,253.2935,257.91055,260.48126,263.7563,262.88364,273.07144,254.17038,284.92963,279.39902,280.53955,271.3199,270.06158,243.64961
465,245.1144058,14.259335,,,,,,,,,,,213.53348,222.37042,206.81908,191.47716,215.46124,192.52817,202.6027,201.46922,193.25179,180.77998,186.6647,186.38477,183.0015,202.88881,188.60252,204.97795,190.12256,190.54135,215.99004,191.0917,214.50122,199.40114,205.45425,216.46054
466,286.1800217,14.29569,,,,,,,,,,,464.0887,1459.6654,863.1407,2572.2637,1064.4359,2043.7885,1005.60046,885.32306,646.6885,942.4312,1579.4666,1323.8293,918.4645,930.15497,1263.6742,1447.3574,1606.666,2645.4111,1270.3268,1532.3291,2952.8691,1673.0018,2797.9954,1456.5251
467,170.0960315,14.301937,,,,,,,,,,,163.91174,166.14757,190.26611,188.17099,301.11786,150.8614,204.92749,177.47859,166.34845,156.8969,177.45885,147.43066,140.23761,137.00577,160.98659,176.26154,140.0755,147.60869,299.68677,137.88992,191.36485,312.62305,169.40797,205.14195
468,270.1848825,14.3670435,,,,,,,,,,,239.57037,487.04166,291.86725,558.6503,350.98416,539.3537,315.02563,264.93228,246.65894,249.63652,510.5701,471.7312,395.28146,266.1212,413.07434,415.50534,583.5115,605.3192,476.49765,272.72614,1200.5782,478.26773,1345.5271,454.0749
471,233.189602,14.417897,,,,,,,,,,,44.8232,17.441244,45.864784,34.570675,0,2.4772286,2.4252663,28.258606,28.810217,2.9084477,6.9179325,14.567248,57.99435,5.059985,71.16688,69.29981,2.2095585,17.522467,91.04149,9.897501,25.47788,84.72849,40.75521,25.138353
473,307.1664062,14.415714,,,,,,,,,,,47.4638,12.619964,43.082752,28.15612,4.8798275,2.4933815,4.5579624,19.005196,41.36086,4.750659,2.3388863,42.345562,65.44821,12.233262,65.47582,58.563374,9.996572,24.187576,86.89079,24.689281,27.60036,80.2796,37.06288,33.06935
474,801.1963692,14.440278,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,48.82295,0,0,0,101.80915,0,0,0,0,0,66.10623,0,0
475,268.1691987,14.487758,,,,,,,,,,,15.204526,57.348083,32.691536,72.80578,50.957954,100.51786,40.387554,35.147343,16.9312,12.765424,92.47879,86.69177,30.445293,15.104588,29.175823,74.53715,91.04767,94.95073,40.08391,2.9452538,196.25967,91.20378,168.38884,70.23808
476,184.0751541,14.51129,,,,,,,,,,,0,20.628683,0,63.527992,5.024476,43.43189,0,2.1588478,0,4.8811684,29.410797,19.192179,4.569955,0,4.911009,16.510326,18.468231,60.180664,12.931524,10.312262,72.24422,27.359657,61.422794,8.81551
477,286.1802014,14.5105715,,,,50,,,,,,,10133.082,37102.45,19323.057,65840.42,32308.26,58728.32,26625.365,24469.717,11615.274,27374.31,42942.97,41371.25,28270.49,27576.97,29483.266,37647.26,43374.605,64068.426,36125.586,42187.492,71763.414,42861.33,71510.984,41354.96
478,198.0909244,14.511414,,,,,,,,,,,0,19.449968,0,74.661415,7.9805126,24.087873,0,0,0,2.3906503,26.937304,19.257114,2.180171,4.549095,2.2479143,30.809757,24.173813,58.87851,20.851059,22.042213,84.01339,25.798294,85.22011,8.40568
479,571.3522503,14.511068,,,,50,,,,,,,0,49.54549,2.3473186,161.30347,38.752647,118.10866,8.5217495,2.674673,0,19.257795,64.22305,58.432926,16.002113,25.555172,21.234592,45.212734,66.99664,153.05238,49.07408,66.78707,193.41983,77.44409,202.33116,60.836792
480,308.1617167,14.5091095,,,,,,,,,,,0,65.76241,5.253209,109.34663,47.39746,90.87056,17.413914,26.144136,0,35.49363,25.727814,63.88828,26.25019,36.308315,15.722073,29.950443,63.83342,97.80658,24.857845,47.623028,127.96882,69.68186,123.1768,56.55123
481,288.1873586,14.509311,,,,50,,,,,,,103.57813,708.2673,329.14352,1294.945,590.2041,1163.9613,444.00494,420.60086,119.87365,506.64368,808.3462,787.0503,547.5314,522.5182,529.3515,676.9746,839.1271,1308.5536,659.5025,809.37585,1459.2949,829.81854,1493.2894,766.63477
483,307.1876538,14.584221,,,,,,,,,,,698.80676,776.09546,684.4199,710.1201,685.6767,672.4584,744.5254,681.14874,667.8793,691.03485,618.8036,711.9828,723.0478,679.4451,662.6123,739.1886,675.41003,661.41833,700.1324,665.50055,757.9929,767.13763,777.9875,709.3258
484,270.1850428,14.617767,,,,,,,,,,,462.33438,1118.5895,577.4419,1320.6522,830.201,1459.1864,797.0903,695.0176,469.57288,632.30914,1436.4694,1192.5117,805.1592,645.4466,888.47894,1016.6234,1491.6646,1541.6113,984.98737,691.01764,2854.369,1181.6725,3478.8237,1148.399
486,265.1769876,14.690878,,,,,,,,,,,18.298822,88.40351,44.01144,170.07812,101.46929,131.556,118.73016,190.6158,51.87054,120.98808,127.891174,82.87806,0,131.15564,0,171.16634,156.75064,147.5194,2.4972386,113.96275,213.17543,185.10097,231.97989,174.76566
489,300.1953333,14.808628,,,,,,,,,,,24.908081,241.54762,69.44664,645.5458,211.61203,266.33514,137.70924,135.11882,50.838055,150.1593,153.36252,163.16219,113.80446,152.66222,129.79782,170.88695,173.89636,305.28983,148.79358,395.97876,377.6515,174.59627,929.0355,150.8447
491,284.2004759,14.897976,,,,,,,,,,,30.932774,94.30187,38.187344,157.95944,66.43422,78.93522,50.712513,32.69169,21.061022,25.206669,61.795715,66.86019,45.420338,46.80517,46.269768,68.336586,75.606895,83.2987,66.02425,78.353966,221.47452,66.83863,359.91275,48.890575
