row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,p_HM-188_Novo_B_1ul.mzXML Peak area,p_HM-188_Lome_B_1ul.mzXML Peak area,p_HM-188_Novo_A_1ul.mzXML Peak area,p_HM-188_Cipro_A_1ul.mzXML Peak area,p_HM-188_Lome_A_1ul.mzXML Peak area,p_HM-188_GT3-043_C_1ul.mzXML Peak area,p_HM-188_Levo_A_1ul.mzXML Peak area,p_HM-188_Levo_B_1ul.mzXML Peak area,p_HM-188_Novo_C_1ul.mzXML Peak area,p_HM-188_Lome_C_1ul.mzXML Peak area,p_HM-188_PA14wt_C_1ul.mzXML Peak area,p_HM-188_AR351_C_1ul.mzXML Peak area,p_HM-188_Coumermycin_B_1ul.mzXML Peak area,p_HM-188_Levo_C_1ul.mzXML Peak area,p_HM-188_Coumermycin_C_1ul.mzXML Peak area,p_HM-188_AR351_B_1ul.mzXML Peak area,p_HM-188_PA14wt_A_1ul.mzXML Peak area,p_HM-188_GT3-043_B_1ul.mzXML Peak area,p_HM-188_Coumermycin_A_1ul.mzXML Peak area,p_HM-188_Cipro_C_1ul.mzXML Peak area,p_HM-188_GT3-043_A_1ul.mzXML Peak area,p_HM-188_AR351_A_1ul.mzXML Peak area,p_HM-188_Cipro_B_1ul.mzXML Peak area,p_HM-188_PA14wt_B_1ul.mzXML Peak area
542,678.2263888,15.3434725,,,,12,41,[M+Na]+,,2,542;541,655.2373,177.9547,0,143.90189,0,0,0,0,0,167.39941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,289.1537932,15.347436,,,,12,43,[M+Na]+,,2,545;547,266.16443,986.1544,1107.7958,756.8637,777.3529,992.56635,992.3356,1049.3744,1231.0682,1106.5962,1161.2982,870.9501,831.0112,785.25415,1210.3086,879.5482,1012.4024,622.92474,1285.1143,739.1657,969.5301,1040.8558,921.8613,1154.3987,768.8861
556,474.2586244,15.478972,,,,26,44,[M+Na]+,,2,556;555,451.26948,86.67959,7.7381816,140.0569,32.825256,18.625017,108.72953,29.734972,86.34719,88.08038,84.06993,44.438263,132.90274,70.7169,89.638756,12.642374,56.173992,120.25882,104.38984,4.600525,20.808111,204.81242,138.41406,45.547142,108.74397
561,319.2241646,15.506958,,,,49,45,[M+Na]+,,2,558;561,296.23484,1658.5913,876.79004,1317.0753,606.64886,493.6766,503.8063,739.74036,716.752,1482.7378,407.55737,577.4788,1261.3226,1433.4492,432.531,1453.8784,1418.5143,873.27655,750.3145,1529.2505,472.35867,928.6564,1775.8872,638.23553,920.0748
566,336.1928566,15.630607,,,,67,46,[M+Na]+,,2,565;566,313.20364,0,51.459137,2.3606062,123.71636,44.667294,72.920586,28.26471,24.647518,0,36.175888,25.097424,45.760735,29.790237,26.709301,10.107142,36.030125,49.728016,80.734535,18.045698,76.342476,91.864334,58.44505,135.34715,34.436424
606,319.2244043,15.765304,,,,4,48,[M+Na]+,,4,614;606;596;591,296.23501,34167.13,29609.715,29804.566,34934.395,24917.582,25339.97,27126.896,26622.75,29442.143,24666.996,20815.152,36738.836,41170.406,25079.205,42145.15,40502.004,23521.723,31416.02,43635.54,34514.395,35437.203,41811.32,33916.562,27102.9
642,317.2085028,16.196857,,,,44,50,[M+Na]+,,2,642;641,294.21916,525.56934,640.86426,637.90393,802.6616,401.56735,552.1257,403.26807,672.6417,525.78143,528.85645,309.54507,531.2336,346.05997,522.5496,320.387,916.1053,306.78842,906.91034,573.8776,729.2401,1715.0156,925.54224,1222.9915,449.26233
651,321.2399854,16.25467,,,,39,51,[M+Na]+,,2,651;650,298.25056,4495.8203,2871.6362,4102.5493,3909.9937,2982.6516,4351.9126,2640.4077,2598.6797,4997.001,2314.7507,2059.5894,3744.6887,3531.1084,2437.2898,3294.6633,3934.5242,1104.7625,4105.494,4135.3926,3392.8267,4633.2827,2933.3032,4955.186,894.05475
675,476.2743983,16.52214,,,,52,53,[M+Na]+,,2,675;674,453.2852,758.13403,454.85474,651.47455,427.2397,583.75134,721.6957,455.7498,429.71735,740.6859,718.43317,265.34885,747.3989,880.2114,701.9616,743.8325,658.01556,412.52533,807.25714,589.3625,989.90186,791.8882,736.9682,583.4728,412.09235
691,319.2243653,16.659475,,,,41,56,[M+Na]+,,3,691;693;692,296.23491,3446.6475,2828.742,2780.2874,2687.8896,2121.496,2371.813,1949.0968,1605.5326,2455.0986,1850.0807,1069.9579,3761.2444,3869.449,1911.3575,4051.6365,3359.0806,1498.3158,2392.0496,3816.7546,2390.5144,2630.9421,3179.006,2756.4446,771.5063
715,319.2241149,16.857252,,,,51,57,[M+Na]+,,3,716;715;718,296.23469,317.93774,772.226,655.4315,727.552,663.491,860.0399,679.3547,934.4848,397.88495,687.67316,740.05817,643.75635,137.35815,692.9194,125.7382,1062.2224,1458.2775,1206.4746,244.90977,584.2609,1648.3882,1426.8031,865.5487,1957.4585
719,502.2897072,16.901293,,,,42,58,[M+Na]+,,2,721;719,479.30073,234.13817,38.82383,217.69669,105.412964,81.986694,157.34065,82.26036,161.96364,176.16005,198.56172,102.85755,195.37837,190.15256,206.20872,108.40149,69.31477,142.75363,204.47073,79.60301,175.0811,215.66681,188.54692,103.67885,164.62662
725,476.2744007,16.933056,,,,9,59,[M+Na]+,,2,726;725,453.2852,430.61066,465.12042,763.2232,421.38306,482.58163,831.91974,624.87866,783.73157,424.9803,569.74133,558.1105,985.9222,432.02393,558.2135,333.73474,553.43115,873.5512,832.0533,319.5464,457.97086,769.442,836.01086,459.41205,824.2193
746,321.2396957,17.304325,,,,55,62,[M+Na]+,,3,745;744;746,298.25047,229.99332,584.38043,361.2749,532.5162,497.56464,722.8294,547.4934,525.8431,331.4756,419.49396,474.56277,481.7,118.116104,449.65854,89.54495,579.66797,213.98645,543.6706,147.78113,470.85303,664.3031,569.8713,582.31805,470.71017
758,502.2901344,17.31714,,,,55,63,[M+Na]+,,2,750;758,479.30083,2096.8862,759.0442,2175.0261,784.2571,1195.3187,1524.3538,1249.1552,1688.1198,1854.6442,1481.1687,1371.0543,1892.8777,2261.2676,1538.3826,1683.1765,1136.1588,1624.5171,1691.9224,1518.9645,1142.5673,1612.6423,1834.0499,776.1726,1821.83
780,502.2898369,17.681917,,,,69,65,[M+Na]+,,2,780;781,479.30082,551.77783,149.75671,606.7862,54.226166,131.19672,355.37262,260.63153,262.1564,588.7247,117.52166,428.56735,470.97632,336.31424,134.85655,259.39944,279.19275,695.2967,344.7555,218.74368,62.12168,279.32806,414.3068,65.42957,494.06488
803,577.3315479,18.109869,,,,2,66,[M+Na]+,,2,805;803,554.34257,52.148296,137.18076,57.38816,130.151,108.63754,170.13719,114.07933,114.54016,41.870068,86.692924,128.77682,115.46207,58.122505,95.34777,54.56897,126.0236,177.38786,172.98747,87.35784,95.514,168.5331,147.03697,132.86499,176.15291
837,277.2133877,18.53005,,,,10,67,[M+Na]+,,3,835;838;837,254.2243,204.76025,204.0697,197.61621,204.71017,190.23244,272.41306,179.94135,186.6558,158.19109,176.95045,194.21799,245.9144,246.47455,174.81848,252.70497,254.5197,174.74924,219.18738,269.82635,193.74539,223.94731,257.70547,230.62347,207.18103
911,279.2290438,19.70217,,,,11,73,[M+Na]+,,3,911;915;914,256.24,24.69209,69.77112,40.15826,56.255173,50.42073,69.38334,54.950867,52.80433,36.23957,55.045254,44.25853,67.534355,51.45294,52.54533,51.900696,62.809673,45.115765,62.942623,58.13591,57.26756,64.497,72.5319,63.46924,47.372616
935,305.2447093,19.865278,,,,6,76,[M+Na]+,,4,938;940;935;939,282.25563,148.81647,259.05206,180.09836,249.09459,277.61777,640.05524,236.83813,279.62418,140.70642,273.18317,415.35562,452.4766,306.1129,290.1036,311.35635,371.45523,341.99625,438.454,344.06046,301.09866,307.2788,385.08746,283.82123,418.0505
259,150.0578695,1.4299957,,,,18,12,[M+NH4]+,,2,259;254,132.02412,73.72352,86.37683,146.67975,86.31569,75.34839,391.4156,86.52867,182.59021,73.87309,106.063675,310.3861,227.26144,96.45152,110.01432,73.84886,307.522,251.27583,291.85773,0,59.32903,300.85297,286.3988,148.3442,257.1101
279,182.0807768,2.0948484,,,,56,15,[M+NH4]+,,2,279;280,164.04697,33.392944,101.12378,114.7979,127.411125,158.62953,869.31433,106.12799,303.3849,96.85508,217.85129,716.90314,324.15866,10.195118,243.86012,16.462328,549.3348,513.04395,452.81097,12.887428,23.681587,663.94055,545.84985,230.8308,440.3543
310,205.0967142,6.0467367,,,,24,17,[M+NH4]+,,2,309;310,187.06286,0,0,28.38359,0,0,213.16295,0,25.791199,0,2.2015572,144.94179,64.66934,2.1715164,0,0,36.94988,70.79434,72.12519,0,0,7.4711947,27.564827,0,102.55159
589,111.116529,15.763881,,,,4,47,[M+NH4]+,,2,605;589,93.08237,78.66274,69.22389,68.24118,88.98516,46.176403,47.640312,34.204617,55.69805,62.78419,26.958689,25.509731,80.58076,104.71361,51.679813,109.79231,111.49519,41.86206,67.73177,119.9928,79.36006,85.55514,108.91381,78.726685,57.534004
614,314.2686007,15.767433,,,,4,48,[M+NH4]+,,5,614;602;606;596;591,296.23501,68.26829,59.40913,55.826275,74.93568,35.28765,34.837723,45.940243,45.082264,52.44108,36.01372,18.892504,81.02379,98.57978,38.38416,108.460236,95.27864,17.35204,63.611237,124.88935,68.39239,85.43753,117.38992,74.71932,39.47207
157,258.8173782,1.165423,,,,1,10,[M-H+2Na]+,,2,157;148,213.84609,58.98067,52.963203,55.074577,115.63224,77.652176,87.00444,66.54915,103.4779,31.08266,107.02836,97.2114,137.97844,61.026566,99.36146,58.707294,141.79698,50.49399,82.60895,77.668495,78.25006,68.35348,135.25453,105.22325,61.818535
385,275.0651069,12.496709,,,,16,26,[M-H+2Na]+,,2,385;381,230.09407,170.5414,167.49142,147.46443,154.65102,154.90875,121.8025,144.94089,140.4904,158.83371,123.26581,80.311775,135.75934,167.56891,128.31894,157.90285,153.5604,112.868835,135.98549,163.46773,148.40248,162.73105,178.93134,179.06674,113.423035
451,359.2162363,13.886769,,,,33,33,[M-H+2Na]+,,2,449;451,314.24529,134.96175,138.8616,125.36895,143.5705,125.029594,135.05313,143.20006,167.32008,82.034294,125.09993,54.13359,121.176994,127.2689,123.28807,108.88597,118.89892,112.7258,140.99435,143.45673,134.94542,148.47841,124.476234,163.92033,132.44044
657,343.2215636,16.25663,,,,39,51,[M-H+2Na]+,,2,650;657,298.25056,503.64594,362.1698,459.68134,402.55286,388.73825,431.66333,325.67688,372.6722,464.17023,317.50745,219.80933,406.6882,388.06897,304.39737,329.40002,406.95816,184.81383,402.82214,485.42932,350.36655,482.1546,384.9407,497.44156,191.09436
677,498.2561036,16.523388,,,,52,53,[M-H+2Na]+,,2,677;674,453.2852,126.62231,70.55863,110.1395,64.75617,102.08529,117.06908,69.16174,63.115852,110.34742,114.1217,20.503841,129.35231,141.9653,100.444,101.89486,119.65207,71.42997,124.36653,96.939964,143.25813,119.332275,136.3746,109.62918,73.05216
690,341.205875,16.657866,,,,41,56,[M-H+2Na]+,,3,690;693;692,296.23491,139.97186,111.80483,106.68053,105.529686,74.21072,93.066475,76.1349,54.167465,92.59724,64.22939,19.584698,133.12886,135.21854,67.42672,139.59483,145.12885,52.46447,81.90027,143.81847,86.53412,104.66024,132.21538,120.8086,24.2917
727,498.2561242,16.936802,,,,9,59,[M-H+2Na]+,,2,726;727,453.2852,78.02547,92.84154,134.12878,85.01887,97.95826,147.29643,111.84802,151.1046,73.40876,107.34569,75.945366,176.31805,79.35645,91.784904,29.855717,107.214134,153.51001,152.55638,63.582905,77.39601,137.11526,171.40562,99.265366,153.68784
760,524.2717828,17.327103,,,,55,63,[M-H+2Na]+,,2,750;760,479.30083,281.03375,137.08417,304.80838,128.76018,200.63054,232.61697,205.51294,227.29013,251.26277,201.62167,165.78691,271.60266,338.92044,204.52045,247.29984,202.07129,239.00879,209.6937,229.99715,181.24226,239.38907,278.3187,140.99667,270.5491
836,299.1954689,18.52936,,,,10,67,[M-H+2Na]+,,3,835;838;836,254.2243,619.88165,589.6839,595.5081,547.9978,594.42303,734.2853,524.20807,605.3955,489.72693,580.12115,572.8934,725.5082,725.8258,560.734,695.78906,668.7684,534.6317,633.7766,761.7505,582.07477,601.5075,683.359,627.69275,590.2576
913,301.2112106,19.701805,,,,11,73,[M-H+2Na]+,,3,913;915;914,256.24,857.3066,1415.9733,889.61163,1143.2863,1113.2424,1516.2024,1122.9917,1188.5256,982.0872,1212.6545,1058.6346,1390.6556,1161.9901,1214.0952,1304.8931,1237.9269,1061.3291,1372.1284,1201.3439,1229.5355,1318.8373,1220.6042,1151.8768,1034.6172
942,327.2268497,19.866892,,,,6,76,[M-H+2Na]+,,4,938;942;940;939,282.25563,928.86597,1148.5239,949.4396,1097.8617,1099.1504,1722.1951,1091.3392,1140.8214,955.2522,1159.2872,1321.113,1395.7006,1174.226,1164.2534,1204.5913,1309.4541,1291.4395,1397.7124,1251.705,1149.6471,1255.6472,1321.6346,1182.6489,1293.4795
1,146.1648109,1.021781,,,,,,,,,,,0,16.128923,73.47776,57.006153,41.09419,230.3802,41.39542,71.0025,2.3621817,101.321594,95.30276,7.2220073,0,144.42859,36.48132,93.83443,44.091858,200.7946,0,124.29272,35.489784,36.871616,41.022396,144.90361
3,708.013365,1.055194,,,,,,,,,,,0,35.411846,31.177853,31.629953,16.155306,49.72651,24.28517,47.91907,17.046783,22.150436,42.11661,24.455317,0,21.731989,26.98484,39.971703,19.405031,37.023903,16.717419,33.019028,51.13702,25.232357,31.847797,47.06587
4,690.0031145,1.055993,,,,,,,,,,,7.3062406,60.097748,44.041702,62.283886,37.4197,100.75328,63.153595,72.40271,53.017616,52.199547,78.3168,47.966652,10.461315,57.18421,60.803986,71.11196,60.394917,77.5949,34.42501,67.8947,92.22851,49.250076,69.9938,90.88625
5,164.9696203,1.0595568,,,,0,,,,,,,16.015837,61.977364,56.19649,70.07019,48.698746,102.26481,61.543087,84.53639,32.41972,64.042305,93.6446,54.028336,24.596205,63.026363,60.049488,91.758095,64.20141,86.59323,39.559555,69.07351,84.07789,55.255707,76.49864,91.84025
6,84.95934303,1.060802,,,,0,,,,,,,89.17152,128.75922,99.83647,165.42984,101.66935,126.26781,161.7369,130.94637,100.07389,136.23483,123.170715,88.42876,123.01642,132.07716,108.87282,120.96542,136.79622,96.316895,116.54904,162.41539,130.70917,111.625084,111.708145,118.47363
7,125.9859453,1.0609862,,,,0,,,,,,,113.27048,179.03082,124.85232,170.3238,119.47997,153.35869,174.88544,158.7247,126.46311,192.06471,154.92818,113.169525,157.84813,174.32602,138.83327,134.42984,154.52031,125.99682,118.58325,212.53566,165.75246,141.03004,151.56026,131.65277
8,114.9872991,1.0609792,,,,0,,,,,,,22.777641,79.50041,64.55695,88.798195,50.25619,180.65585,80.2817,122.73699,62.139725,97.43729,145.3448,62.13841,20.071396,99.995865,73.07916,128.56534,89.08584,149.57294,34.849407,96.597824,141.81454,71.57579,110.44178,146.12665
9,151.0348987,1.0613369,,,,0,,,,,,,29.6924,113.07518,104.1901,128.00702,80.24497,283.7766,107.65981,200.53671,93.230995,138.68108,218.26913,99.77155,32.74109,148.57867,112.968216,169.95653,131.30281,229.44733,67.19987,158.84427,201.21552,115.273445,185.16426,193.19334
10,128.0188723,1.0616945,,,,0,,,,,,,36.593792,141.38612,121.31172,168.95107,104.01834,327.2189,145.62856,222.89061,111.490074,177.44327,259.69598,124.564545,37.429478,179.57423,129.10056,233.40143,156.39592,278.8003,60.765884,177.32437,253.4522,128.39075,192.40717,253.63474
11,156.0137895,1.0623902,,,,,,,,,,,0,28.334755,22.993702,17.578005,15.316783,75.57459,22.815502,57.108147,17.325851,35.177654,58.039547,17.10895,0,28.917576,30.189278,44.909668,25.140436,57.98023,2.3258367,25.963625,56.52878,23.83881,48.99947,49.213192
12,111.0095917,1.0624042,,,,0,,,,,,,27.342196,109.07116,106.120926,121.95528,80.02362,257.6944,105.49421,187.71408,84.28107,133.92851,198.30856,89.962944,13.292345,116.37041,99.61615,166.40842,112.30613,189.62486,56.410007,128.8633,181.1038,97.837204,155.92322,200.84662
13,112.0059401,1.0618756,,,,0,,,,,,,20.50205,104.7334,99.07487,111.84198,72.56318,243.74579,99.949585,168.92365,79.59016,137.68663,190.73792,95.38867,31.275898,126.44683,96.29951,161.35854,113.15523,195.10442,52.447624,133.65982,174.87224,93.19531,146.17445,187.74458
14,110.0085197,1.0627611,,,,0,,,,,,,279.18997,819.44305,743.9754,1000.05615,612.42444,1982.7197,858.67346,1313.6887,684.9474,1018.55615,1541.6644,741.23486,294.0371,1014.1427,798.2884,1291.3656,920.4446,1530.9384,457.71307,1111.2113,1408.0594,796.9433,1222.6725,1470.1349
16,73.53158944,1.0624098,,,,0,,,,,,,8.166399,67.70755,51.714043,72.51998,29.56966,156.4507,61.961792,99.449066,50.33323,80.618,121.33758,58.381527,3.0942822,85.88397,60.458477,97.33875,77.65094,122.97165,25.702192,89.78409,112.38781,57.446083,93.855896,112.95947
17,696.1127158,1.0772126,,,,,,,,,,,26.781548,137.40016,186.24449,141.85838,90.78482,131.56572,140.77985,175.6908,117.52813,171.54286,143.99075,97.01332,25.552105,157.63113,104.43052,175.52534,132.50107,175.42496,15.170014,138.26485,239.88739,106.1483,165.01718,139.08176
18,710.1281756,1.0865974,,,,,,,,,,,0,22.59312,17.652605,44.46106,29.441048,70.87979,11.039339,66.79097,4.3862486,55.858997,52.489773,33.360817,0,43.870907,0,52.83641,10.515558,40.83237,0,22.299925,40.258995,41.79721,66.14967,47.903225
19,89.10708002,1.0859764,,,,,,,,,,,85.52555,259.08087,206.21782,374.52008,312.6177,534.6358,220.6175,496.94498,168.03772,432.67993,418.95956,330.83304,57.577328,398.85443,108.63108,440.67554,233.72464,386.70663,61.91994,296.35834,366.3177,346.46295,478.9103,441.46432
21,288.92135,1.1008002,,,,66,,,,,,,26.753624,31.309593,25.983105,31.032108,27.300808,21.504576,41.214325,26.771835,25.547922,28.971079,24.49999,18.772257,10.099227,22.497477,26.359755,21.698513,23.955482,17.289982,22.811737,34.1119,25.015394,24.521023,25.73368,15.305794
22,408.918506,1.1013365,,,,66,,,,,,,0,16.033003,15.05661,27.672567,14.58452,34.62807,11.929046,29.84003,2.356399,25.325104,26.552448,17.591646,0,18.816813,15.3914175,31.319984,11.361406,29.53899,2.619741,22.092325,23.739538,18.345327,22.983837,29.170494
23,272.9439871,1.1015402,,,,66,,,,,,,0,28.516209,21.994967,41.93386,20.954454,69.377365,26.418653,41.940193,19.598663,27.846794,56.914192,27.209911,0,32.872944,25.488995,57.503075,26.290493,44.713463,4.4610662,38.096577,50.850174,25.195314,39.90807,52.858772
