"feature_name","mz","rt","metabolite_annotation","adducts_anno","neutral_loss_annotation","ISF_anno","iso_anno","group","cor_group","check_group","user_anno"
"FT0436",306.1054,507.4,NA,NA,NA,"","[101][M+1]+","group38","corgroup119","+",""
"FT0919",307.0578,794.4,"Biochanin A [M+Na]+","[M+Na]+ 284.0685",NA,"Precursor; FT0917_MS2 match","[102][M]+","group97","corgroup152","+",""
"FT0270",307.0833,85.4,NA,NA,"FT0300-benzene","","[103][M]2+","group13","corgroup72","+",""
"FT0313",307.0833,123.7,NA,NA,NA,"","[104][M]2+","group22","corgroup62","+",""
"FT0677",307.1289,624.1,NA,NA,NA,"","","group57","corgroup137","",""
"FT0271",307.5846,85.4,NA,NA,NA,"","[103][M+1]2+","group13",NA,"",""
"FT0314",307.5846,123.9,NA,NA,NA,"","[104][M+1]2+","group22",NA,"",""
"FT0924",308.0611,794.9,NA,NA,NA,"FT0917_MS2 match","[102][M+1]+","group97","corgroup152","+",""
"FT0258",308.0906,85.4,NA,NA,"FT0300-phenyl radical","","[105][M]+","group13","corgroup69","",""
"FT0986",308.1622,870,NA,NA,NA,"","[106][M]+","group113","corgroup135","+",""
"FT0272",309.0938,85.4,NA,NA,NA,"","[105][M+1]+","group13",NA,"",""
"FT0982",309.1654,870,NA,NA,NA,"","[106][M+1]+","group113","corgroup135","+",""
"FT1324",309.2037,1043.1,NA,NA,NA,"","",NA,NA,"",""
"FT0564",310.0864,537.3,NA,NA,NA,"Precursor; FT0566_MS2 match","[107][M]+","group48","corgroup157","+",""
"FT1025",310.1779,900,NA,NA,NA,"","","group122","corgroup112","+",""
"FT0946",310.1801,845.3,NA,NA,NA,"","",NA,"corgroup60","",""
"FT1214",310.2166,998,NA,NA,NA,"","",NA,"corgroup134","",""
"FT0554",310.588,537.2,NA,NA,NA,"","[107][M+1]2+","group48","corgroup157","+",""
"FT0541",311.0892,537.2,NA,NA,NA,"","[107][M+2]2+","group48","corgroup157","+",""
"FT0332",311.1236,317.6,NA,NA,NA,"","",NA,NA,"",""
"FT1000",311.1263,889.9,NA,NA,NA,"","",NA,NA,"",""
"FT0714",311.1366,670.5,NA,NA,NA,"","",NA,"corgroup168","",""
"FT0772",311.1367,706.1,NA,NA,NA,"Precursor; FT0772_MS2 match","[108][M]+","group74","corgroup163","+",""
"FT1387",311.2559,1111.4,NA,NA,NA,"Precursor; FT1387_MS2 match","","group211",NA,"",""
"FT1063",311.258,902.3,NA,NA,NA,"","",NA,NA,"",""
"FT1136",311.2581,941.7,NA,NA,NA,"","",NA,"corgroup102","",""
"FT0773",312.14,706.2,NA,NA,NA,"FT0772_MS2 match","[108][M+1]+","group74","corgroup163","+",""
"FT1139",312.1959,942.6,NA,NA,NA,"","",NA,"corgroup116","",""
"FT0901",312.1959,792,NA,NA,NA,"","[109][M]+","group93","corgroup193","+",""
"FT1099",312.1959,922,NA,NA,NA,"","",NA,"corgroup215","",""
"FT1207",312.2322,992,NA,NA,NA,"","[110][M]+","group161","corgroup104","+",""
"FT0690",313.0947,624.3,NA,"[M+K]+ 274.1317",NA,"Precursor; FT0683_MS2 match","","group57","corgroup133","+",""
"FT0565",313.0948,537.3,NA,"[2M+Na]+ 145.0528",NA,"","","group48","corgroup157","+",""
"FT0765",313.1987,700.8,NA,NA,NA,"Precursor; FT0765_MS2 match","","group71","corgroup141","+",""
"FT0902",313.1991,792,NA,NA,NA,"","[109][M+1]+","group93","corgroup193","+",""
"FT1168",313.235,962.7,NA,NA,NA,"Precursor; FT1168_MS2 match","[111][M]+","group149","corgroup150","+",""
"FT1208",313.2355,992,NA,NA,NA,"","[110][M+1]+","group161","corgroup104","+",""
"FT1314",313.2738,1041.9,NA,NA,"FT1311-C3H7O5P; FT1315-C3H9O6P","","[112][M]+","group190","corgroup37","",""
"FT1226",313.2738,999.1,NA,NA,"FT1219-C2H8O4NP","","","group165","corgroup134","+",""
"FT1183",313.2738,977.2,NA,NA,"FT1191-C2H8O4NP","","[113][M]+","group154","corgroup47","",""
"FT1154",314.2116,956.1,NA,NA,NA,"","[114][M]+","group146","corgroup191","",""
"FT1173",314.2116,971.1,NA,NA,NA,"","[115][M]+","group150","corgroup131","+",""
"FT1120",314.2118,938.8,NA,NA,NA,"","",NA,NA,"",""
"FT1167",314.2383,962.7,NA,NA,NA,"FT1168_MS2 match","[111][M+1]+","group149","corgroup150","+",""
"FT1312",314.2772,1041.6,NA,NA,NA,"","[112][M+1]+","group190","corgroup218","+",""
"FT1190",314.2772,977.2,NA,NA,NA,"","[113][M+1]+","group154","corgroup100","+",""
"FT1115",314.3856,938.6,NA,NA,NA,"","",NA,NA,"",""
"FT1176",314.4517,971.1,NA,NA,NA,"","",NA,"corgroup131","",""
"FT1119",314.6497,938.8,NA,NA,NA,"","",NA,"corgroup128","",""
"FT1170",314.6498,971.1,NA,NA,NA,"","",NA,NA,"",""
"FT1108",314.8366,938.5,NA,NA,NA,"","",NA,"corgroup128","",""
"FT1117",315.0435,938.6,NA,NA,NA,"","",NA,"corgroup128","",""
"FT1153",315.2148,956.1,NA,NA,NA,"","[114][M+1]+","group146","corgroup191","",""
"FT1116",315.215,938.6,NA,NA,NA,"","[116][M]+","group137","corgroup128","+",""
"FT1174",315.215,971.1,NA,NA,NA,"","[115][M+1]+","group150","corgroup131","+",""
"FT1109",315.4524,938.5,NA,NA,NA,"","","group138","corgroup128","+",""
"FT1110",315.6316,938.5,NA,NA,NA,"","",NA,"corgroup128","",""
"FT0457",316.0869,507.4,NA,NA,"FT0465-acetylcysteine","","[117][M]2+","group41","corgroup119","+",""
"FT0256",316.1614,85.2,NA,NA,"FT0259-Glutathione","","","group14","corgroup69","+",""
"FT1175",316.2181,971.1,NA,NA,NA,"","[115][M+2]+","group150","corgroup131","+",""
"FT1118",316.2181,938.8,NA,NA,NA,"","[116][M+1]+","group137","corgroup128","+",""
"FT0959",316.227,867.4,NA,NA,NA,"","",NA,NA,"",""
"FT1242",316.2271,1003.7,NA,NA,NA,"","",NA,NA,"",""
"FT1234",316.4685,1003.4,NA,NA,NA,"","",NA,"corgroup151","",""
"FT0437",316.5882,507.4,NA,NA,NA,"","[117][M+1]2+","group41","corgroup119","+",""
"FT1235",316.6668,1003.4,NA,NA,NA,"","",NA,"corgroup151","",""
"FT0438",317.0845,507.4,NA,NA,NA,"","[117][M+2]2+","group41","corgroup119","+",""
"FT0596",317.1019,559.4,NA,NA,"FT0585-C4H8O4","Precursor; FT0585_MS2 match; FT0588_MS2 match; FT0591_MS2 match","","group50","corgroup156","+",""
"FT1171",317.2207,971.1,NA,NA,NA,"","[115][M+3]+","group150","corgroup131","+",""
"FT1107",317.2207,938.5,NA,NA,NA,"","[116][M+2]+","group137","corgroup128","+",""
"FT1240",317.2308,1003.6,NA,NA,NA,"","[118][M]+","group171","corgroup151","+",""
"FT0568",318.0727,537.3,NA,NA,NA,"","","group48","corgroup164","",""
"FT1237",318.2338,1003.4,NA,NA,NA,"","[118][M+1]+","group171","corgroup151","+",""
"FT1283",319.2245,1016,NA,NA,NA,"","",NA,NA,"",""
"FT1142",319.2246,949.7,NA,NA,NA,"","[119][M]+","group143","corgroup145","+",""
"FT1239",319.2358,1003.4,NA,NA,NA,"","[118][M+2]+","group171","corgroup151","+",""
"FT1132",320.1984,940.3,NA,NA,NA,"","",NA,"corgroup153","",""
"FT1258",320.1984,1008.5,NA,NA,NA,"","",NA,"corgroup68","",""
"FT1143",320.2279,949.7,NA,NA,NA,"","[119][M+1]+","group143","corgroup145","+",""
"FT0783",321.1016,737.5,NA,NA,NA,"","",NA,"corgroup184","",""
"FT1209",321.24,993.2,NA,NA,NA,"","[120][M]+","group162","corgroup185","+",""
"FT1278",322.2141,1009.5,NA,NA,NA,"","",NA,NA,"",""
"FT1210",322.2435,993.4,NA,NA,NA,"","[120][M+1]+","group162",NA,"",""
"FT0240",324.0591,77,NA,NA,NA,"","",NA,"corgroup75","",""
"FT0458",324.0756,507.4,NA,NA,NA,"Precursor","[121][M]+","group38","corgroup119","+",""
"FT1307",324.2324,1034.8,NA,NA,NA,"","[122][M]+","group188","corgroup147","+",""
"FT0439",324.5773,507.4,NA,NA,NA,"","[121][M+1]2+","group38","corgroup119","+",""
"FT0249",325.0431,80.9,NA,NA,NA,"","",NA,NA,"",""
"FT0770",325.0675,703.4,NA,NA,NA,"","",NA,NA,"",""
"FT0440",325.0784,507.4,NA,NA,NA,"","[121][M+2]2+","group38","corgroup119","+",""
"FT0877",325.1524,753.1,NA,NA,NA,"Precursor; FT0877_MS2 match","[123][M]+","group86","corgroup127","+",""
"FT1308",325.2358,1034.8,NA,NA,NA,"","[122][M+1]+","group188","corgroup147","+",""
"FT1434",325.2715,1164.6,NA,NA,NA,"Precursor; FT1434_MS2 match","[124][M]+","group225","corgroup203","+",""
"FT1069",326.0969,916.1,NA,"[M+H+K]2+ 612.2319",NA,"","","group131","corgroup132","+",""
"FT0878",326.1555,753.1,NA,NA,NA,"FT0877_MS2 match","[123][M+1]+","group86","corgroup127","+",""
"FT0940",326.175,827.7,NA,NA,NA,"","[125][M]+","group101","corgroup188","+",""
"FT0958",326.175,863.3,NA,NA,NA,"","","group106",NA,"",""
"FT1166",326.2115,961.7,NA,NA,NA,"","",NA,NA,"",""
"FT1364",326.2478,1087.2,NA,NA,NA,"","",NA,"corgroup108","",""
"FT1305",326.248,1034.5,NA,NA,NA,"","[126][M]+","group187","corgroup147","+",""
"FT1394",326.248,1114.2,NA,NA,NA,"","[127][M]+","group214","corgroup121","+",""
"FT1433",326.2748,1164.6,NA,NA,NA,"FT1434_MS2 match","[124][M+1]+","group225","corgroup203","+",""
"FT1328",326.3782,1054.1,NA,NA,NA,"Precursor; FT1328_MS2 match","[128][M]+","group194","corgroup199","+",""
"FT0928",327.0081,807.6,NA,NA,NA,"","",NA,NA,"",""
"FT0464",327.0839,507.4,NA,"[2M+Na]+ 152.0473",NA,"Precursor","[129][M]+","group38","corgroup119","+",""
"FT0774",327.1104,706.2,NA,NA,NA,"","",NA,"corgroup163","",""
"FT0941",327.1783,827.7,NA,NA,NA,"","[125][M+1]+","group101","corgroup188","+",""
"FT1447",327.2271,1196.2,NA,NA,NA,"","[130][M]+","group229","corgroup192","+",""
"FT1393",327.2512,1114.2,NA,NA,NA,"","[127][M+1]+","group214","corgroup121","+",""
"FT1304",327.2514,1034.5,NA,NA,NA,"","[126][M+1]+","group187","corgroup147","+",""
"FT1329",327.3815,1054.1,NA,NA,NA,"FT1328_MS2 match","[128][M+1]+","group194","corgroup199","+",""
"FT0446",328.087,507.4,NA,NA,NA,"","[129][M+1]+","group38","corgroup119","+",""
"FT0889",328.1907,781,NA,NA,NA,"","[131][M]+","group89","corgroup208","+",""
"FT1199",328.2272,987.6,NA,NA,NA,"","[132][M]+","group158","corgroup160","+",""
"FT1448",328.2303,1196.2,NA,NA,NA,"","[130][M+1]+","group229","corgroup93","+",""
"FT1303",328.2545,1034.3,NA,NA,NA,"","[126][M+2]+","group187","corgroup147","+",""
"FT1396",328.2637,1115.5,NA,NA,NA,"","[133][M]+","group215","corgroup121","+",""
"FT0927",329.0051,807.5,NA,NA,NA,"","",NA,"corgroup11","",""
"FT0890",329.194,781,NA,NA,NA,"","[131][M+1]+","group89","corgroup208","+",""
"FT1200",329.2305,987.6,NA,NA,NA,"","[132][M+1]+","group158","corgroup160","+",""
"FT1397",329.267,1115.5,NA,NA,NA,"","[133][M+1]+","group215","corgroup121","+",""
"FT0891",330.1974,781,NA,NA,NA,"","[131][M+2]+","group89",NA,"",""
"FT0944",330.2063,840.9,NA,NA,NA,"","",NA,NA,"",""
"FT1198",330.2334,987.4,NA,NA,NA,"","[132][M+2]+","group158","corgroup160","+",""
"FT1395",330.2701,1115.5,NA,NA,NA,"","[133][M+2]+","group215","corgroup121","+",""
"FT0420",332.0619,507.4,NA,NA,"FT0459-OH","","","group38","corgroup119","+",""
"FT0279",332.0754,85.4,NA,NA,NA,"","",NA,"corgroup54","",""
"FT0706",332.1182,635.9,NA,NA,NA,"Precursor","","group65","corgroup155","+",""
"FT0997",332.2219,888.1,NA,NA,NA,"","","group116","corgroup94","+",""
"FT0304",332.5618,112.7,NA,NA,NA,"","",NA,"corgroup51","",""
"FT0280",332.5619,85.4,NA,NA,NA,"","[134][M]2+","group17","corgroup80","+",""
"FT0281",333.0634,85.4,NA,NA,NA,"","[134][M+1]2+","group17","corgroup80","+",""
"FT0349",334.1321,361.5,NA,NA,NA,"","[135][M]2+","group30","corgroup159","+",""
"FT0347",334.6337,361.5,NA,NA,NA,"","[135][M+1]2+","group30","corgroup159","+",""
"FT1196",335.1254,984.3,NA,NA,NA,"Precursor; FT1196_MS2 match","","group157","corgroup17","+",""
"FT1144",335.1983,949.7,NA,NA,NA,"","",NA,NA,"",""
"FT1112",336.1934,938.5,NA,NA,NA,"","[136][M]+","group139","corgroup128","+",""
"FT1178",336.1934,971.1,NA,NA,NA,"","",NA,"corgroup131","",""
"FT0994",337.075,880.9,NA,NA,NA,"","",NA,"corgroup143","",""
"FT1114",337.1967,938.5,NA,NA,NA,"","[136][M+1]+","group139","corgroup128","+",""
"FT0943",337.2349,834.3,NA,NA,NA,"","",NA,NA,"",""
"FT1241",338.2091,1003.6,NA,NA,NA,"","",NA,"corgroup151","",""
"FT1340",339.2892,1073,NA,NA,NA,"","",NA,"corgroup40","",""
"FT1386",339.2893,1106.8,NA,NA,"FT1381-C3H9O6P; FT1385-C3H7O5P","","","group209","corgroup27","+",""
"FT1288",339.2894,1021.4,NA,NA,"FT1289-C2H8O4NP","","","group184","corgroup66","+",""
"FT1230",339.2894,1000,NA,NA,"FT1229-C2H8O4NP","","","group168","corgroup130","+",""
"FT0704",340.1044,635.9,NA,NA,NA,"Precursor","","group65","corgroup155","+",""
"FT1233",340.2273,1000.9,NA,NA,NA,"","[137][M]+","group169","corgroup86","+",""
"FT1231",341.2305,1000.8,NA,NA,NA,"","[137][M+1]+","group169","corgroup151","",""
"FT1337",341.2662,1071.2,NA,NA,NA,"Precursor; FT1337_MS2 match","","group198","corgroup49","+",""
"FT1275",341.2683,1009.3,NA,NA,"FT1270-H2O","","","group179","corgroup64","+",""
"FT0798",342.0916,750.2,NA,NA,NA,"","",NA,NA,"",""
"FT0939",342.1698,826.6,NA,NA,NA,"","",NA,NA,"",""
"FT1232",342.2336,1000.8,NA,NA,NA,"","[137][M+2]+","group169","corgroup86","+",""
"FT1336",342.2428,1070.9,NA,NA,NA,"","[138][M]+","group197","corgroup40","+",""
"FT1068",342.2428,906.3,NA,NA,NA,"","",NA,NA,"",""
"FT1301",342.2429,1028.9,NA,NA,NA,"","[139][M]+","group186","corgroup175","+",""
"FT0441",343.049,507.4,NA,NA,NA,"FT0458_MS2 match; FT0461_MS2 match","","group38","corgroup119","+",""
"FT1335",343.2461,1070.9,NA,NA,NA,"","[138][M+1]+","group197","corgroup40","+",""
"FT1299",343.2463,1028.9,NA,NA,NA,"","[139][M+1]+","group186","corgroup175","+",""
"FT0346",344.1004,361.5,NA,NA,NA,"","",NA,NA,"",""
"FT0874",344.1856,751.8,NA,NA,NA,"","",NA,NA,"",""
"FT1298",344.2493,1028.7,NA,NA,NA,"","[139][M+2]+","group186","corgroup175","+",""
"FT1380",344.2585,1106.1,NA,NA,NA,"","[140][M]+","group208","corgroup27","+",""
"FT0695",345.1029,624.5,NA,NA,NA,"","",NA,"corgroup173","",""
"FT1157",345.1748,959.9,NA,NA,NA,"","",NA,"corgroup90","",""
"FT1379",345.2618,1106.1,NA,NA,NA,"","[140][M+1]+","group208","corgroup27","+",""
"FT1073",346.6101,916.1,NA,NA,NA,"","",NA,"corgroup132","",""
"FT0248",347.025,80.9,NA,NA,NA,"","",NA,NA,"",""
"FT0466",347.0708,507.4,NA,NA,NA,"FT0460_MS2 match","","group38","corgroup119","+",""
"FT0781",347.0808,737.5,NA,NA,NA,"","",NA,NA,"",""
"FT0273",348.0704,85.4,NA,NA,NA,"","[141][M]+","group16","corgroup72","+",""
"FT0386",348.0754,491.2,NA,NA,NA,"Precursor","[142][M]+","group37","corgroup125","+",""
"FT1306",348.2297,1034.5,NA,NA,NA,"","",NA,NA,"",""
"FT0387",348.5772,491.2,NA,NA,NA,"","[142][M+1]2+","group37","corgroup125","+",""
"FT0926",348.99,807.5,NA,NA,NA,"","",NA,"corgroup11","",""
"FT0459",349.0663,507.4,NA,NA,"FT0460-Anhydro-pentose","","","group38","corgroup119","+",""
"FT0274",349.0732,85.4,NA,NA,NA,"","[141][M+1]+","group16","corgroup72","+",""
"FT0402",349.078,491.4,NA,NA,NA,"","[142][M+2]2+","group37","corgroup138","",""
"FT0288",350.075,85.7,NA,NA,NA,"","[141][M+2]+","group16",NA,"",""
"FT0929",350.987,807.8,NA,NA,NA,"","",NA,NA,"",""
"FT1197",351.0992,984.3,NA,NA,NA,"","",NA,"corgroup17","",""
"FT1413",352.2635,1131.8,NA,NA,NA,"","",NA,"corgroup123","",""
"FT1415",354.2794,1133.1,NA,NA,NA,"","[143][M]+","group220","corgroup123","+",""
"FT1365",354.4096,1089,NA,NA,NA,"","",NA,NA,"",""
"FT1378",355.2818,1105.9,NA,NA,NA,"Precursor; FT1378_MS2 match","","group207",NA,"",""
"FT1416",355.2826,1133.1,NA,NA,NA,"","[143][M+1]+","group220","corgroup123","+",""
"FT1078",355.6154,916.1,NA,NA,NA,"","",NA,"corgroup132","",""
"FT1414",356.2856,1133.1,NA,NA,NA,"","[143][M+2]+","group220","corgroup123","+",""
"FT1102",358.2376,924.7,NA,NA,NA,"","",NA,"corgroup81","",""
"FT0447",359.0214,507.4,NA,NA,NA,"Precursor; FT0462_MS2 match","[144][M]+","group38","corgroup119","+",""
"FT1323",359.1905,1042.6,NA,NA,NA,"","",NA,NA,"",""
"FT1158",359.2792,959.9,NA,NA,NA,"","",NA,"corgroup61","",""
"FT1270",359.2793,1009.2,NA,NA,NA,"","[145][M]+","group179","corgroup82","",""
"FT0415",360.0245,507.3,NA,NA,NA,"","[144][M+1]+","group38","corgroup119","+",""
"FT0775",360.1494,712.3,NA,NA,NA,"Precursor; FT0775_MS2 match","","group75",NA,"",""
"FT1272",360.2827,1009.2,NA,NA,NA,"","[145][M+1]+","group179","corgroup64","+",""
"FT0176",362.9261,65.6,NA,NA,NA,"","","group5","corgroup117","+",""
"FT1302",364.2247,1028.9,NA,NA,NA,"","",NA,"corgroup175","",""
"FT0842",365.1223,750.6,NA,"[3M+H+K]2+ 230.0943",NA,"Precursor","[146][M]2+","group79","corgroup127","+",""
"FT0813",365.624,750.5,NA,NA,NA,"","[146][M+1]2+","group79","corgroup127","+",""
"FT0392",367.0488,491.3,NA,NA,"FT0403-H2O","FT0381_MS2 match; FT0382_MS2 match; FT0386_MS2 match; FT0388_MS2 match; FT0390_MS2 match; FT0398_MS2 match","","group37","corgroup125","+",""
"FT1254",367.2168,1007.1,NA,NA,NA,"","",NA,"corgroup101","",""
"FT0344",367.6405,355.7,NA,NA,NA,"","[147][M]2+","group29","corgroup170","+",""
"FT0345",368.1419,355.8,NA,NA,NA,"","[147][M+1]2+","group29","corgroup170","+",""
"FT1366",368.2584,1090.5,NA,NA,NA,"","",NA,"corgroup14","",""
"FT1442",369.1986,1187.1,NA,NA,NA,"","",NA,NA,"",""
"FT1422",369.2976,1152.7,NA,NA,NA,"Precursor; FT1422_MS2 match","","group222",NA,"",""
"FT1410",370.2741,1122.9,NA,NA,NA,"","[148][M]+","group219","corgroup118","+",""
"FT0451",371.0477,507.4,NA,NA,NA,"","",NA,NA,"",""
"FT1409",371.2773,1122.9,NA,NA,NA,"","[148][M+1]+","group219","corgroup118","+",""
"FT0302",372.5449,101.2,NA,NA,NA,"","",NA,NA,"",""
"FT0933",376.2593,811.8,NA,NA,NA,"Precursor; FT0933_MS2 match","","group99","corgroup50","+",""
"FT0184",378.9001,65.6,NA,NA,NA,"","",NA,"corgroup117","",""
"FT1423",379.2818,1154.7,NA,NA,NA,"","",NA,NA,"",""
"FT0566",382.6129,537.3,NA,NA,NA,"Precursor","","group48","corgroup164","",""
"FT0396",383.021,491.3,NA,NA,NA,"Precursor; FT0382_MS2 match","","group37","corgroup125","+",""
"FT1253",383.2117,1007.1,NA,NA,NA,"","",NA,"corgroup70","",""
"FT0403",385.0593,491.4,NA,NA,NA,"FT0381_MS2 match; FT0382_MS2 match; FT0386_MS2 match; FT0388_MS2 match; FT0390_MS2 match; FT0398_MS2 match","","group37","corgroup125","+",""
"FT0300",385.1285,86.3,NA,NA,NA,"","","group13","corgroup29","",""
"FT1318",387.3105,1042.6,NA,NA,"FT1311-HPO3; FT1315-H3PO4","","","group190","corgroup67","",""
"FT1369",387.3105,1093.3,NA,NA,NA,"","[149][M]+","group205","corgroup122","+",""
"FT0260",388.135,85.4,NA,NA,"FT0261-H2O","","","group15",NA,"",""
"FT1368",388.3139,1093.3,NA,NA,NA,"","[149][M+1]+","group205",NA,"",""
"FT0227",391.1823,71.9,NA,NA,NA,"","",NA,NA,"",""
"FT0931",391.2167,808.5,NA,NA,NA,"Precursor; FT0931_MS2 match","[150][M]+","group98","corgroup165","+",""
"FT0930",392.2202,808.5,NA,NA,NA,"FT0931_MS2 match","[150][M+1]+","group98","corgroup165","+",""
"FT0471",393.0924,511.2,NA,NA,NA,"","",NA,"corgroup149","",""
"FT0192",394.874,65.8,NA,NA,"FT0173-C3H9O6P","","","group3","corgroup106","+",""
"FT1452",395.2145,1196.5,NA,NA,NA,"","",NA,NA,"",""
"FT0934",398.2413,811.8,NA,NA,NA,"Precursor; FT0934_MS2 match","","group100","corgroup50","+",""
"FT1248",399.1891,1006.8,NA,NA,NA,"","[151][M]+","group174","corgroup68","+",""
"FT1249",400.1921,1006.8,NA,NA,NA,"","[151][M+1]+","group174","corgroup68","+",""
"FT0472",401.0813,511.5,NA,NA,NA,"Precursor","[152][M]2+","group42","corgroup149","+",""
"FT1250",401.1904,1006.8,NA,NA,NA,"","[151][M+2]+","group174","corgroup68","+",""
"FT0473",401.583,511.5,NA,NA,NA,"","[152][M+1]2+","group42","corgroup149","+",""
"FT0239",403.1933,76.5,NA,NA,NA,"","",NA,"corgroup89","",""
"FT0886",404.1969,769,NA,NA,NA,"","",NA,"corgroup167","",""
"FT0261",406.1456,85.4,NA,NA,"FT0263-Pyroglutamic acid","","[153][M]+","group15","corgroup72","+",""
"FT0262",407.1487,85.4,NA,NA,NA,"","[153][M+1]+","group15","corgroup54","+",""
"FT0519",408.0967,516.9,NA,NA,NA,"Precursor","[154][M]+","group43","corgroup146","+",""
"FT0526",408.5984,517,NA,NA,NA,"","[154][M+1]2+","group43","corgroup146","+",""
"FT0470",409.0675,511.1,NA,NA,NA,"","",NA,"corgroup149","",""
"FT0520",409.0982,516.9,NA,NA,NA,"","[154][M+2]2+","group43","corgroup146","+",""
"FT1205",411.0937,989.4,NA,NA,NA,"Precursor; FT1205_MS2 match","","group160","corgroup160","+",""
"FT0500",411.1048,516.6,NA,"[2M+Na]+ 194.0579",NA,"","[155][M]+","group43","corgroup146","+",""
"FT1206",412.0943,989.4,NA,NA,NA,"FT1205_MS2 match","","group160","corgroup160","+",""
"FT0514",412.1083,516.7,NA,NA,NA,"","[155][M+1]+","group43","corgroup146","+",""
"FT0990",412.1179,876.1,NA,NA,NA,"Precursor; FT0990_MS2 match","[156][M]+","group114","corgroup144","+",""
"FT0995",412.1419,882.6,NA,NA,NA,"","",NA,"corgroup162","",""
"FT1203",413.0917,989.4,NA,NA,NA,"FT1205_MS2 match","","group160","corgroup160","+",""
"FT0991",413.1213,876.2,NA,NA,NA,"FT0990_MS2 match","[156][M+1]+","group114","corgroup144","+",""
"FT0779",415.1838,737.3,NA,NA,NA,"","",NA,"corgroup28","",""
"FT1252",415.1838,1006.9,NA,NA,NA,"","",NA,"corgroup70","",""
"FT0584",419.1336,559.4,NA,"[M+H-H2O]+ 436.1369","FT0585-H2O","Precursor; FT0588_MS2 match; FT0591_MS2 match","[157][M]+","group50","corgroup156","+",""
"FT0597",420.1367,559.5,NA,NA,NA,"","[157][M+1]+","group50","corgroup156","+",""
"FT1244",421.1705,1006.6,NA,NA,NA,"","",NA,"corgroup68","",""
"FT0485",422.0866,514.6,NA,NA,NA,"Precursor","[158][M]2+","group42","corgroup146","",""
"FT0486",422.5882,514.6,NA,NA,NA,"","[158][M+1]2+","group42","corgroup146","",""
"FT1327",425.2146,1052.6,NA,NA,NA,"Precursor; FT1327_MS2 match","","group193","corgroup199","+",""
"FT0885",426.1787,768.9,NA,NA,NA,"Precursor; FT0885_MS2 match","","group88","corgroup167","+",""
"FT1001",426.2616,892.9,NA,NA,NA,"","",NA,"corgroup53","",""
"FT1204",427.0675,989.4,NA,NA,NA,"","",NA,"corgroup160","",""
"FT0521",427.07,516.9,NA,NA,"FT0527-CO+CO+H","Precursor; FT0503_MS2 match; FT0516_MS2 match; FT0519_MS2 match; FT0523_MS2 match; FT0528_MS2 match","","group43","corgroup146","+",""
"FT0234",427.0949,74.5,NA,NA,NA,"","",NA,"corgroup179","",""
"FT1437",427.3393,1185.5,NA,NA,NA,"","",NA,NA,"",""
"FT0388",430.0989,491.2,NA,NA,NA,"Precursor","[159][M]2+","group37","corgroup125","+",""
"FT0405",430.6008,491.4,NA,NA,NA,"","[159][M+1]2+","group37","corgroup125","+",""
"FT0177",430.9135,65.6,NA,NA,NA,"Precursor","","group6","corgroup106","+",""
"FT0667",431.1786,623.9,NA,"[3M+H+K]2+ 274.1317",NA,"Precursor","[160][M]2+","group57","corgroup133","+",""
"FT0625",431.6801,623.3,NA,NA,NA,"","[160][M+1]2+","group57","corgroup133","+",""
"FT1225",436.2823,999.1,NA,NA,"FT1219-H2O","","","group165","corgroup134","+",""
"FT0585",437.1443,559.4,"Phlorizin [M+H]+","[M+H]+ 436.1369","FT0588-Anhydrohexose","Precursor","[161][M]+","group50","corgroup156","+",""
"FT1245",437.1447,1006.6,"Phlorizin [M+H]+","[M+H]+ 436.1369",NA,"","","group172","corgroup68","+",""
"FT0586",438.1476,559.4,NA,NA,NA,"","[161][M+1]+","group50","corgroup156","+",""
"FT0587",439.1495,559.4,NA,NA,NA,"","[161][M+2]+","group50","corgroup156","+",""
"FT0530",443.0417,517.1,NA,NA,NA,"FT0503_MS2 match","","group43","corgroup146","+",""
"FT0409",443.1053,491.4,NA,NA,"FT0381-NO+NO+CO; FT0407-CO+CO","","[162][M]+","group37","corgroup138","",""
"FT0410",444.108,491.4,NA,NA,NA,"","[162][M+1]+","group37","corgroup138","",""
"FT0411",445.1029,491.4,NA,NA,NA,"","[162][M+2]+","group37",NA,"",""
"FT0784",446.1857,737.5,NA,NA,NA,"","[163][M]+","group76","corgroup84","+",""
"FT0183",446.8875,65.6,NA,NA,NA,"","","group7","corgroup117","+",""
"FT0785",447.1885,737.5,NA,NA,NA,"","[163][M+1]+","group76",NA,"",""
"FT0786",448.1859,737.5,NA,NA,NA,"","[163][M+2]+","group76","corgroup84","+",""
"FT1089",452.2774,919.1,NA,NA,NA,"","[164][M]+","group132","corgroup79","+",""
"FT1062",453.2806,902.1,NA,NA,NA,"","",NA,"corgroup109","",""
"FT1090",453.2806,919.1,NA,NA,NA,"","[164][M+1]+","group132","corgroup79","+",""
"FT1091",454.283,919.1,NA,NA,NA,"","[164][M+2]+","group132",NA,"",""
"FT1219",454.2929,998.9,NA,NA,NA,"","[165][M]+","group165","corgroup134","+",""
"FT1191",454.293,977.2,NA,NA,NA,"","[166][M]+","group154","corgroup8","+",""
"FT1216",455.2963,998.9,NA,NA,NA,"","[165][M+1]+","group165","corgroup134","+",""
"FT1184",455.2963,977.2,NA,NA,NA,"","[166][M+1]+","group154","corgroup100","+",""
